sex,year,agecat_1,loc,deaths,PYO,births,y_bloc
m,2006,45,Roka,2,254.83,275,2003-06
m,2006,35,Roka,6,406.73,275,2003-06
m,2006,25,Roka,4,601.3,275,2003-06
m,2006,0,Roka,11,20.97,275,2003-06
m,2006,5,Roka,2,2259.87,275,2003-06
m,2006,65,Roka,7,148.82,275,2003-06
m,2006,0.0767,Sokoke,1,139.8,153,2003-06
m,2006,65,Sokoke,5,78.67,153,2003-06
m,2006,1,Sokoke,3,592.08,153,2003-06
m,2006,0,Sokoke,4,11.66,153,2003-06
m,2006,15,Sokoke,0,725.89,153,2003-06
m,2006,55,Sokoke,0,122.5,153,2003-06
m,2006,45,Sokoke,0,143.63,153,2003-06
m,2006,5,Sokoke,2,1317.47,153,2003-06
m,2006,75,Sokoke,2,59.26,153,2003-06
m,2006,25,Sokoke,1,179.88,153,2003-06
m,2006,35,Sokoke,0,143.77,153,2003-06
m,2006,0.0767,Takaungu Mavueni,4,436.41,417,2003-06
m,2006,15,Takaungu Mavueni,3,1915.95,417,2003-06
m,2006,55,Takaungu Mavueni,7,399.01,417,2003-06
m,2006,1,Takaungu Mavueni,12,1701.18,417,2003-06
m,2006,65,Takaungu Mavueni,8,200.54,417,2003-06
m,2006,5,Takaungu Mavueni,4,3736.8,417,2003-06
m,2006,45,Takaungu Mavueni,11,526.48,417,2003-06
m,2006,25,Takaungu Mavueni,1,901.73,417,2003-06
m,2006,75,Takaungu Mavueni,14,127.14,417,2003-06
m,2006,0,Takaungu Mavueni,14,31.68,417,2003-06
m,2006,35,Takaungu Mavueni,2,606.61,417,2003-06
m,2006,5,Tezo,8,3064.6,393,2003-06
m,2006,15,Tezo,3,1918.93,393,2003-06
m,2006,1,Tezo,4,1545.5,393,2003-06
m,2006,35,Tezo,4,649.33,393,2003-06
m,2006,65,Tezo,13,166.47,393,2003-06
m,2006,25,Tezo,5,1070.74,393,2003-06
m,2006,0,Tezo,12,29.69,393,2003-06
m,2006,55,Tezo,10,314.68,393,2003-06
m,2006,0.0767,Tezo,12,362.15,393,2003-06
m,2006,45,Tezo,9,434.68,393,2003-06
m,2006,75,Tezo,6,128.54,393,2003-06
m,2006,55,unknown,1,4.55,5,2003-06
m,2006,0.0767,unknown,0,7.92,5,2003-06
m,2006,0,unknown,0,0.34,5,2003-06
m,2006,1,unknown,0,21.08,5,2003-06
m,2006,65,unknown,1,3.52,5,2003-06
m,2006,35,unknown,0,18.03,5,2003-06
m,2006,15,unknown,0,51.12,5,2003-06
m,2006,5,unknown,1,61.48,5,2003-06
m,2006,45,unknown,0,5.97,5,2003-06
m,2006,25,unknown,0,23.38,5,2003-06
m,2006,0.0767,Ziani,3,249.39,281,2003-06
m,2006,35,Ziani,3,294.99,281,2003-06
m,2006,0,Ziani,10,20.63,281,2003-06
m,2006,65,Ziani,5,123.98,281,2003-06
m,2006,75,Ziani,10,88.23,281,2003-06
m,2006,25,Ziani,1,384.13,281,2003-06
m,2006,5,Ziani,4,2181.07,281,2003-06
m,2006,55,Ziani,2,218.96,281,2003-06
m,2006,15,Ziani,1,1003.33,281,2003-06
m,2006,45,Ziani,4,248.25,281,2003-06
m,2006,1,Ziani,6,1014.23,281,2003-06
f,2007,25,Banda ra salam,1,555.87,151,2007-10
f,2007,5,Banda ra salam,1,1508.53,151,2007-10
f,2007,15,Banda ra salam,1,869.5,151,2007-10
f,2007,75,Banda ra salam,9,81.53,151,2007-10
f,2007,35,Banda ra salam,3,397.43,151,2007-10
f,2007,55,Banda ra salam,3,285.24,151,2007-10
f,2007,45,Banda ra salam,2,383,151,2007-10
f,2007,0.0767,Banda ra salam,1,168.86,151,2007-10
f,2007,1,Banda ra salam,1,688.82,151,2007-10
f,2007,0,Banda ra salam,1,11.59,151,2007-10
f,2007,65,Banda ra salam,3,147.28,151,2007-10
f,2007,0,Chasimba,3,23.12,300,2007-10
f,2007,5,Chasimba,5,2983.53,300,2007-10
f,2007,65,Chasimba,4,294.19,300,2007-10
f,2007,75,Chasimba,11,145.93,300,2007-10
f,2007,15,Chasimba,5,1724.65,300,2007-10
f,2007,25,Chasimba,8,1052.62,300,2007-10
f,2007,45,Chasimba,2,722.47,300,2007-10
f,2007,35,Chasimba,6,774.44,300,2007-10
f,2007,1,Chasimba,5,1277.52,300,2007-10
f,2007,55,Chasimba,11,469.14,300,2007-10
f,2007,0.0767,Chasimba,5,285.28,300,2007-10
f,2007,55,Gede,1,131.63,106,2007-10
f,2007,35,Gede,0,239.38,106,2007-10
f,2007,65,Gede,2,70.92,106,2007-10
f,2007,1,Gede,2,460.93,106,2007-10
f,2007,75,Gede,1,38.04,106,2007-10
f,2007,15,Gede,0,600.43,106,2007-10
f,2007,25,Gede,2,367.13,106,2007-10
f,2007,0.0767,Gede,2,102.47,106,2007-10
f,2007,45,Gede,1,235.87,106,2007-10
f,2007,0,Gede,2,7.84,106,2007-10
f,2007,5,Gede,1,923.76,106,2007-10
f,2007,55,Jaribuni,2,110.51,86,2007-10
f,2007,25,Jaribuni,2,269.16,86,2007-10
f,2007,5,Jaribuni,3,768.28,86,2007-10
f,2007,45,Jaribuni,2,172.8,86,2007-10
f,2007,15,Jaribuni,0,455.65,86,2007-10
f,2007,1,Jaribuni,1,383.25,86,2007-10
f,2007,75,Jaribuni,2,49.05,86,2007-10
f,2007,35,Jaribuni,2,218.27,86,2007-10
f,2007,0,Jaribuni,0,6.6,86,2007-10
f,2007,0.0767,Jaribuni,2,85.96,86,2007-10
f,2007,65,Jaribuni,0,66.96,86,2007-10
f,2007,35,Junju,7,1035.36,449,2007-10
f,2007,5,Junju,4,4054.22,449,2007-10
f,2007,0,Junju,5,34.73,449,2007-10
f,2007,55,Junju,6,535.2,449,2007-10
f,2007,65,Junju,7,290.92,449,2007-10
f,2007,1,Junju,10,1998.46,449,2007-10
f,2007,15,Junju,5,2569.87,449,2007-10
f,2007,45,Junju,3,967.27,449,2007-10
f,2007,25,Junju,6,1789.22,449,2007-10
f,2007,75,Junju,8,113.41,449,2007-10
f,2007,0.0767,Junju,2,453.21,449,2007-10
f,2007,25,Kauma,0,528.27,140,2007-10
f,2007,75,Kauma,2,71.3,140,2007-10
f,2007,5,Kauma,1,1276.88,140,2007-10
f,2007,0,Kauma,4,10.65,140,2007-10
f,2007,55,Kauma,0,182.33,140,2007-10
f,2007,45,Kauma,3,324.41,140,2007-10
f,2007,0.0767,Kauma,3,142.1,140,2007-10
f,2007,65,Kauma,3,133.33,140,2007-10
f,2007,1,Kauma,1,662.3,140,2007-10
f,2007,15,Kauma,1,787.07,140,2007-10
f,2007,35,Kauma,0,306.97,140,2007-10
f,2007,65,Kilifi township,11,267.02,579,2007-10
f,2007,25,Kilifi township,16,3236.22,579,2007-10
f,2007,75,Kilifi township,6,127.91,579,2007-10
f,2007,45,Kilifi township,4,1287.88,579,2007-10
f,2007,0.0767,Kilifi township,6,556.18,579,2007-10
f,2007,5,Kilifi township,2,5485.14,579,2007-10
f,2007,0,Kilifi township,12,44.24,579,2007-10
f,2007,35,Kilifi township,13,1950.43,579,2007-10
f,2007,55,Kilifi township,6,600.16,579,2007-10
f,2007,15,Kilifi township,8,3849.88,579,2007-10
f,2007,1,Kilifi township,11,2504.74,579,2007-10
f,2007,0,Matsangoni,5,18.78,252,2007-10
f,2007,1,Matsangoni,1,985.08,252,2007-10
f,2007,15,Matsangoni,3,1371.91,252,2007-10
f,2007,35,Matsangoni,3,489.7,252,2007-10
f,2007,75,Matsangoni,5,86.44,252,2007-10
f,2007,5,Matsangoni,0,2111.37,252,2007-10
f,2007,65,Matsangoni,3,164.83,252,2007-10
f,2007,0.0767,Matsangoni,3,237.01,252,2007-10
f,2007,45,Matsangoni,5,518.25,252,2007-10
f,2007,25,Matsangoni,1,813.47,252,2007-10
f,2007,55,Matsangoni,4,305.19,252,2007-10
f,2007,65,Mtwapa,5,110.86,139,2007-10
f,2007,0.0767,Mtwapa,0,147.79,139,2007-10
f,2007,5,Mtwapa,0,1622.95,139,2007-10
f,2007,0,Mtwapa,5,11.02,139,2007-10
f,2007,25,Mtwapa,6,768.5,139,2007-10
f,2007,75,Mtwapa,2,50.44,139,2007-10
f,2007,35,Mtwapa,4,446.07,139,2007-10
f,2007,1,Mtwapa,1,718.43,139,2007-10
f,2007,15,Mtwapa,5,966.35,139,2007-10
f,2007,45,Mtwapa,2,361.18,139,2007-10
f,2007,55,Mtwapa,5,190.88,139,2007-10
f,2007,0,Ngerenya,3,19.15,253,2007-10
f,2007,0.0767,Ngerenya,2,234.48,253,2007-10
f,2007,65,Ngerenya,5,204.9,253,2007-10
f,2007,25,Ngerenya,0,857.32,253,2007-10
f,2007,45,Ngerenya,3,496.63,253,2007-10
f,2007,5,Ngerenya,1,2096.22,253,2007-10
f,2007,55,Ngerenya,6,337.43,253,2007-10
f,2007,1,Ngerenya,3,1012.9,253,2007-10
f,2007,15,Ngerenya,0,1351.1,253,2007-10
f,2007,35,Ngerenya,2,525.31,253,2007-10
f,2007,75,Ngerenya,9,100.92,253,2007-10
f,2007,0,Roka,5,19.44,254,2007-10
f,2007,15,Roka,4,1399.28,254,2007-10
f,2007,65,Roka,5,194.08,254,2007-10
f,2007,1,Roka,1,1097.56,254,2007-10
f,2007,35,Roka,2,607.14,254,2007-10
f,2007,45,Roka,2,486.71,254,2007-10
f,2007,55,Roka,8,357.62,254,2007-10
f,2007,0.0767,Roka,3,229.84,254,2007-10
f,2007,5,Roka,1,2331.96,254,2007-10
f,2007,25,Roka,2,852.88,254,2007-10
f,2007,75,Roka,9,108.31,254,2007-10
f,2007,35,Sokoke,0,353.93,140,2007-10
f,2007,75,Sokoke,3,79.93,140,2007-10
f,2007,0,Sokoke,2,10.96,140,2007-10
f,2007,15,Sokoke,3,813.04,140,2007-10
f,2007,55,Sokoke,5,210.87,140,2007-10
f,2007,5,Sokoke,2,1408.83,140,2007-10
f,2007,65,Sokoke,3,116.8,140,2007-10
f,2007,25,Sokoke,1,441.24,140,2007-10
f,2007,0.0767,Sokoke,4,141.36,140,2007-10
f,2007,45,Sokoke,2,344.9,140,2007-10
f,2007,1,Sokoke,3,630.87,140,2007-10
f,2007,75,Takaungu Mavueni,10,185.08,363,2007-10
f,2007,55,Takaungu Mavueni,7,552.49,363,2007-10
f,2007,5,Takaungu Mavueni,2,3701.71,363,2007-10
f,2007,65,Takaungu Mavueni,5,292.79,363,2007-10
f,2007,25,Takaungu Mavueni,4,1468.88,363,2007-10
f,2007,35,Takaungu Mavueni,1,981.11,363,2007-10
f,2007,0.0767,Takaungu Mavueni,5,360.69,363,2007-10
f,2007,15,Takaungu Mavueni,3,2026.6,363,2007-10
f,2007,1,Takaungu Mavueni,10,1754.69,363,2007-10
f,2007,0,Takaungu Mavueni,1,27.62,363,2007-10
f,2007,45,Takaungu Mavueni,5,833.93,363,2007-10
f,2007,0.0767,Tezo,4,371.84,366,2007-10
f,2007,45,Tezo,4,685.67,366,2007-10
f,2007,35,Tezo,6,869.73,366,2007-10
f,2007,0,Tezo,4,28.6,366,2007-10
f,2007,5,Tezo,4,3195.09,366,2007-10
f,2007,65,Tezo,0,289.63,366,2007-10
f,2007,75,Tezo,12,129.48,366,2007-10
f,2007,1,Tezo,4,1564.1,366,2007-10
f,2007,15,Tezo,2,2014.11,366,2007-10
f,2007,25,Tezo,7,1376.47,366,2007-10
f,2007,55,Tezo,6,480.29,366,2007-10
f,2007,45,unknown,0,7.54,3,2007-10
f,2007,0,unknown,0,0.1,3,2007-10
f,2007,15,unknown,0,32.7,3,2007-10
f,2007,0.0767,unknown,0,2.38,3,2007-10
f,2007,1,unknown,0,20.9,3,2007-10
f,2007,75,unknown,0,1.13,3,2007-10
f,2007,35,unknown,0,12.16,3,2007-10
f,2007,25,unknown,0,17.3,3,2007-10
f,2007,65,unknown,0,1.41,3,2007-10
f,2007,5,unknown,0,43.15,3,2007-10
f,2007,55,unknown,0,5.44,3,2007-10
f,2007,5,Ziani,2,2077.28,234,2007-10
f,2007,0,Ziani,5,17.81,234,2007-10
f,2007,15,Ziani,1,1267.64,234,2007-10
f,2007,55,Ziani,4,374.04,234,2007-10
f,2007,35,Ziani,7,577.47,234,2007-10
f,2007,0.0767,Ziani,4,218.77,234,2007-10
f,2007,65,Ziani,7,187.59,234,2007-10
f,2007,1,Ziani,3,1039.08,234,2007-10
f,2007,45,Ziani,5,498.03,234,2007-10
f,2007,25,Ziani,8,798.11,234,2007-10
f,2007,75,Ziani,4,92.24,234,2007-10
m,2007,0,Banda ra salam,3,8.39,109,2007-10
m,2007,65,Banda ra salam,4,111.89,109,2007-10
m,2007,75,Banda ra salam,7,55.67,109,2007-10
m,2007,1,Banda ra salam,1,693.34,109,2007-10
m,2007,15,Banda ra salam,3,840.08,109,2007-10
m,2007,5,Banda ra salam,0,1524.53,109,2007-10
m,2007,35,Banda ra salam,0,197.29,109,2007-10
m,2007,25,Banda ra salam,1,257.72,109,2007-10
m,2007,0.0767,Banda ra salam,0,136.61,109,2007-10
m,2007,55,Banda ra salam,5,187.31,109,2007-10
m,2007,45,Banda ra salam,3,179.16,109,2007-10
m,2007,15,Chasimba,1,1448.55,315,2007-10
m,2007,45,Chasimba,3,320.31,315,2007-10
m,2007,25,Chasimba,5,409.67,315,2007-10
m,2007,65,Chasimba,6,183.95,315,2007-10
m,2007,35,Chasimba,3,360.2,315,2007-10
m,2007,0.0767,Chasimba,4,315.48,315,2007-10
m,2007,1,Chasimba,6,1381.75,315,2007-10
m,2007,5,Chasimba,3,2959.96,315,2007-10
m,2007,55,Chasimba,8,314.82,315,2007-10
m,2007,0,Chasimba,5,24.2,315,2007-10
m,2007,75,Chasimba,10,114.06,315,2007-10
m,2007,75,Gede,1,29.9,105,2007-10
m,2007,5,Gede,0,1012.03,105,2007-10
m,2007,65,Gede,2,70.47,105,2007-10
m,2007,15,Gede,0,523.92,105,2007-10
m,2007,0,Gede,5,7.82,105,2007-10
m,2007,45,Gede,1,98.82,105,2007-10
m,2007,55,Gede,2,114.93,105,2007-10
m,2007,1,Gede,2,473.39,105,2007-10
m,2007,25,Gede,1,214.58,105,2007-10
m,2007,0.0767,Gede,5,107.68,105,2007-10
m,2007,35,Gede,1,115.26,105,2007-10
m,2007,55,Jaribuni,2,70.91,94,2007-10
m,2007,75,Jaribuni,7,36.78,94,2007-10
m,2007,15,Jaribuni,0,431.71,94,2007-10
m,2007,65,Jaribuni,2,31.43,94,2007-10
m,2007,25,Jaribuni,1,86.81,94,2007-10
m,2007,45,Jaribuni,1,97.3,94,2007-10
m,2007,0.0767,Jaribuni,0,82.19,94,2007-10
m,2007,5,Jaribuni,1,758.58,94,2007-10
m,2007,1,Jaribuni,0,353.6,94,2007-10
m,2007,0,Jaribuni,2,7.05,94,2007-10
m,2007,35,Jaribuni,0,94.18,94,2007-10
m,2007,5,Junju,2,4023.08,434,2007-10
m,2007,0.0767,Junju,8,452.69,434,2007-10
m,2007,1,Junju,8,1980.31,434,2007-10
m,2007,25,Junju,2,1351.65,434,2007-10
m,2007,55,Junju,10,424.59,434,2007-10
m,2007,35,Junju,1,918.59,434,2007-10
m,2007,45,Junju,12,668.02,434,2007-10
m,2007,15,Junju,3,2466.84,434,2007-10
m,2007,65,Junju,9,187.74,434,2007-10
m,2007,0,Junju,11,33.17,434,2007-10
m,2007,75,Junju,13,108.18,434,2007-10
m,2007,35,Kauma,0,169.27,147,2007-10
m,2007,55,Kauma,4,144.23,147,2007-10
m,2007,45,Kauma,2,125.49,147,2007-10
m,2007,0.0767,Kauma,1,137.62,147,2007-10
m,2007,65,Kauma,1,90.98,147,2007-10
m,2007,1,Kauma,2,622.16,147,2007-10
m,2007,25,Kauma,1,167.38,147,2007-10
m,2007,15,Kauma,0,709.52,147,2007-10
m,2007,5,Kauma,1,1353.45,147,2007-10
m,2007,75,Kauma,2,72.76,147,2007-10
m,2007,0,Kauma,3,10.76,147,2007-10
m,2007,25,Kilifi township,15,2696.68,583,2007-10
m,2007,35,Kilifi township,13,1828.18,583,2007-10
m,2007,55,Kilifi township,9,486.46,583,2007-10
m,2007,0.0767,Kilifi township,12,579.3,583,2007-10
m,2007,45,Kilifi township,5,1113.8,583,2007-10
m,2007,0,Kilifi township,15,44.21,583,2007-10
m,2007,1,Kilifi township,9,2567.77,583,2007-10
m,2007,15,Kilifi township,4,3378.03,583,2007-10
m,2007,5,Kilifi township,8,5618.49,583,2007-10
m,2007,65,Kilifi township,9,200.4,583,2007-10
m,2007,75,Kilifi township,10,94.97,583,2007-10
m,2007,45,Matsangoni,3,216.32,223,2007-10
m,2007,15,Matsangoni,2,1251.51,223,2007-10
m,2007,75,Matsangoni,8,69.66,223,2007-10
m,2007,0,Matsangoni,4,16.85,223,2007-10
m,2007,35,Matsangoni,3,275.26,223,2007-10
m,2007,55,Matsangoni,10,206.79,223,2007-10
m,2007,1,Matsangoni,1,974.59,223,2007-10
m,2007,25,Matsangoni,1,477.09,223,2007-10
m,2007,65,Matsangoni,9,131.53,223,2007-10
m,2007,5,Matsangoni,0,2139.07,223,2007-10
m,2007,0.0767,Matsangoni,2,209.18,223,2007-10
m,2007,35,Mtwapa,2,449.31,143,2007-10
m,2007,65,Mtwapa,3,93.09,143,2007-10
m,2007,1,Mtwapa,4,756.63,143,2007-10
m,2007,45,Mtwapa,4,300.03,143,2007-10
m,2007,55,Mtwapa,1,183.41,143,2007-10
m,2007,0,Mtwapa,2,11.08,143,2007-10
m,2007,75,Mtwapa,4,48.84,143,2007-10
m,2007,5,Mtwapa,0,1581.1,143,2007-10
m,2007,25,Mtwapa,3,730.96,143,2007-10
m,2007,0.0767,Mtwapa,2,162.79,143,2007-10
m,2007,15,Mtwapa,1,1109.89,143,2007-10
m,2007,45,Ngerenya,1,242.09,237,2007-10
m,2007,75,Ngerenya,5,93.88,237,2007-10
m,2007,5,Ngerenya,1,2101.26,237,2007-10
m,2007,35,Ngerenya,0,365.55,237,2007-10
m,2007,15,Ngerenya,2,1283.87,237,2007-10
m,2007,25,Ngerenya,4,554.38,237,2007-10
m,2007,0.0767,Ngerenya,3,233.96,237,2007-10
m,2007,55,Ngerenya,6,219.09,237,2007-10
m,2007,0,Ngerenya,4,17.57,237,2007-10
m,2007,1,Ngerenya,3,1046.77,237,2007-10
m,2007,65,Ngerenya,7,154.13,237,2007-10
m,2007,25,Roka,2,589.58,287,2007-10
m,2007,65,Roka,9,151.15,287,2007-10
m,2007,35,Roka,4,403.88,287,2007-10
m,2007,15,Roka,1,1312.38,287,2007-10
m,2007,75,Roka,10,77.79,287,2007-10
m,2007,0,Roka,6,21.56,287,2007-10
m,2007,5,Roka,2,2293.56,287,2007-10
m,2007,1,Roka,1,1127.64,287,2007-10
m,2007,0.0767,Roka,4,272.14,287,2007-10
m,2007,55,Roka,1,235.54,287,2007-10
m,2007,45,Roka,4,262.83,287,2007-10
m,2007,55,Sokoke,0,128.18,164,2007-10
m,2007,0,Sokoke,0,12.85,164,2007-10
m,2007,5,Sokoke,1,1342.49,164,2007-10
m,2007,65,Sokoke,0,85.3,164,2007-10
m,2007,45,Sokoke,2,143.96,164,2007-10
m,2007,15,Sokoke,1,777.25,164,2007-10
m,2007,35,Sokoke,0,147.04,164,2007-10
m,2007,25,Sokoke,1,169.99,164,2007-10
m,2007,0.0767,Sokoke,1,166.3,164,2007-10
m,2007,75,Sokoke,4,64.37,164,2007-10
m,2007,1,Sokoke,3,600.98,164,2007-10
m,2007,25,Takaungu Mavueni,4,849.48,414,2007-10
m,2007,0.0767,Takaungu Mavueni,9,376.38,414,2007-10
m,2007,15,Takaungu Mavueni,4,2007.4,414,2007-10
m,2007,5,Takaungu Mavueni,4,3819.06,414,2007-10
m,2007,45,Takaungu Mavueni,4,510.35,414,2007-10
m,2007,75,Takaungu Mavueni,7,131.65,414,2007-10
m,2007,1,Takaungu Mavueni,8,1732.72,414,2007-10
m,2007,65,Takaungu Mavueni,11,200.66,414,2007-10
m,2007,35,Takaungu Mavueni,2,616.54,414,2007-10
m,2007,55,Takaungu Mavueni,9,418.19,414,2007-10
m,2007,0,Takaungu Mavueni,5,31.22,414,2007-10
m,2007,15,Tezo,0,1962.5,366,2007-10
m,2007,0.0767,Tezo,4,367.22,366,2007-10
m,2007,55,Tezo,6,324.69,366,2007-10
m,2007,0,Tezo,7,28.38,366,2007-10
m,2007,35,Tezo,6,665.67,366,2007-10
m,2007,65,Tezo,3,171.93,366,2007-10
m,2007,5,Tezo,1,3182.04,366,2007-10
m,2007,75,Tezo,8,122.69,366,2007-10
m,2007,45,Tezo,4,443.84,366,2007-10
m,2007,1,Tezo,2,1564.53,366,2007-10
m,2007,25,Tezo,5,1085.49,366,2007-10
m,2007,65,unknown,0,2.84,5,2007-10
m,2007,55,unknown,0,2.02,5,2007-10
m,2007,1,unknown,0,13.92,5,2007-10
m,2007,0,unknown,0,0.23,5,2007-10
m,2007,0.0767,unknown,0,3.24,5,2007-10
m,2007,25,unknown,0,21.91,5,2007-10
m,2007,45,unknown,0,5.62,5,2007-10
m,2007,5,unknown,0,37.15,5,2007-10
m,2007,35,unknown,0,14.13,5,2007-10
m,2007,15,unknown,0,34.12,5,2007-10
m,2007,55,Ziani,2,226.68,260,2007-10
m,2007,15,Ziani,2,1034.49,260,2007-10
m,2007,0,Ziani,5,19.67,260,2007-10
m,2007,5,Ziani,3,2205.15,260,2007-10
m,2007,0.0767,Ziani,5,252.72,260,2007-10
m,2007,75,Ziani,8,86.14,260,2007-10
m,2007,65,Ziani,4,130.21,260,2007-10
m,2007,1,Ziani,2,1039.85,260,2007-10
m,2007,25,Ziani,2,367.76,260,2007-10
m,2007,35,Ziani,1,299.83,260,2007-10
m,2007,45,Ziani,2,251.04,260,2007-10
f,2008,65,Banda ra salam,3,155.63,177,2007-10
f,2008,25,Banda ra salam,0,552.78,177,2007-10
f,2008,0,Banda ra salam,2,13.16,177,2007-10
f,2008,15,Banda ra salam,3,863.6,177,2007-10
f,2008,35,Banda ra salam,6,391.81,177,2007-10
f,2008,0.0767,Banda ra salam,1,159.08,177,2007-10
f,2008,55,Banda ra salam,7,272.09,177,2007-10
f,2008,1,Banda ra salam,0,740.37,177,2007-10
f,2008,5,Banda ra salam,1,1511.17,177,2007-10
f,2008,75,Banda ra salam,4,82.18,177,2007-10
f,2008,45,Banda ra salam,3,395.16,177,2007-10
f,2008,55,Chasimba,7,474.48,311,2007-10
f,2008,25,Chasimba,5,1021.26,311,2007-10
f,2008,5,Chasimba,2,3024.94,311,2007-10
f,2008,75,Chasimba,12,145.97,311,2007-10
f,2008,45,Chasimba,2,746.63,311,2007-10
f,2008,15,Chasimba,2,1742.72,311,2007-10
f,2008,35,Chasimba,2,768.28,311,2007-10
f,2008,1,Chasimba,5,1219.89,311,2007-10
f,2008,65,Chasimba,8,306.87,311,2007-10
f,2008,0.0767,Chasimba,4,297.41,311,2007-10
f,2008,0,Chasimba,7,23.58,311,2007-10
f,2008,65,Gede,2,75.07,87,2007-10
f,2008,0.0767,Gede,1,98.87,87,2007-10
f,2008,0,Gede,3,6.63,87,2007-10
f,2008,25,Gede,2,372.14,87,2007-10
f,2008,35,Gede,3,232.41,87,2007-10
f,2008,55,Gede,2,137.63,87,2007-10
f,2008,75,Gede,6,36.35,87,2007-10
f,2008,15,Gede,0,553.2,87,2007-10
f,2008,5,Gede,1,938.42,87,2007-10
f,2008,45,Gede,0,240.56,87,2007-10
f,2008,1,Gede,1,442.41,87,2007-10
f,2008,55,Jaribuni,3,111.68,75,2007-10
f,2008,75,Jaribuni,5,50.01,75,2007-10
f,2008,0,Jaribuni,0,6.12,75,2007-10
f,2008,0.0767,Jaribuni,0,80.82,75,2007-10
f,2008,65,Jaribuni,3,64.32,75,2007-10
f,2008,15,Jaribuni,0,470.89,75,2007-10
f,2008,25,Jaribuni,1,272.05,75,2007-10
f,2008,1,Jaribuni,0,368.65,75,2007-10
f,2008,35,Jaribuni,0,201.61,75,2007-10
f,2008,5,Jaribuni,2,774.33,75,2007-10
f,2008,45,Jaribuni,0,195.66,75,2007-10
f,2008,65,Junju,15,310.04,399,2007-10
f,2008,75,Junju,9,118.96,399,2007-10
f,2008,0,Junju,4,30.88,399,2007-10
f,2008,5,Junju,5,4142.66,399,2007-10
f,2008,35,Junju,7,1060.28,399,2007-10
f,2008,15,Junju,6,2606.97,399,2007-10
f,2008,45,Junju,6,983.06,399,2007-10
f,2008,1,Junju,8,2024.29,399,2007-10
f,2008,0.0767,Junju,6,417.88,399,2007-10
f,2008,25,Junju,6,1808.69,399,2007-10
f,2008,55,Junju,9,559.25,399,2007-10
f,2008,5,Kauma,2,1287.79,149,2007-10
f,2008,1,Kauma,2,652.34,149,2007-10
f,2008,65,Kauma,4,128.46,149,2007-10
f,2008,0.0767,Kauma,0,147.98,149,2007-10
f,2008,55,Kauma,4,180.81,149,2007-10
f,2008,45,Kauma,1,337.99,149,2007-10
f,2008,25,Kauma,1,535.1,149,2007-10
f,2008,0,Kauma,2,11.57,149,2007-10
f,2008,35,Kauma,2,302.62,149,2007-10
f,2008,15,Kauma,2,794.8,149,2007-10
f,2008,75,Kauma,3,75.59,149,2007-10
f,2008,0,Kilifi township,6,44.45,581,2007-10
f,2008,35,Kilifi township,7,2023.33,581,2007-10
f,2008,65,Kilifi township,8,279.54,581,2007-10
f,2008,45,Kilifi township,7,1347.97,581,2007-10
f,2008,15,Kilifi township,6,3874.62,581,2007-10
f,2008,1,Kilifi township,4,2497.79,581,2007-10
f,2008,55,Kilifi township,11,628.63,581,2007-10
f,2008,0.0767,Kilifi township,7,574.94,581,2007-10
f,2008,75,Kilifi township,12,128.28,581,2007-10
f,2008,25,Kilifi township,20,3189.2,581,2007-10
f,2008,5,Kilifi township,1,5478.47,581,2007-10
f,2008,45,Matsangoni,2,525.17,229,2007-10
f,2008,65,Matsangoni,5,171.47,229,2007-10
f,2008,15,Matsangoni,4,1378.24,229,2007-10
f,2008,5,Matsangoni,1,2130.49,229,2007-10
f,2008,75,Matsangoni,5,90.06,229,2007-10
f,2008,0.0767,Matsangoni,3,232.99,229,2007-10
f,2008,1,Matsangoni,0,994.29,229,2007-10
f,2008,0,Matsangoni,3,17.76,229,2007-10
f,2008,25,Matsangoni,4,797.53,229,2007-10
f,2008,55,Matsangoni,2,314.1,229,2007-10
f,2008,35,Matsangoni,1,506.48,229,2007-10
f,2008,0,Mtwapa,0,10.33,131,2007-10
f,2008,65,Mtwapa,2,108.55,131,2007-10
f,2008,35,Mtwapa,3,475.08,131,2007-10
f,2008,1,Mtwapa,3,713.18,131,2007-10
f,2008,25,Mtwapa,4,769.67,131,2007-10
f,2008,0.0767,Mtwapa,1,139.08,131,2007-10
f,2008,5,Mtwapa,0,1635.66,131,2007-10
f,2008,55,Mtwapa,5,203.36,131,2007-10
f,2008,15,Mtwapa,2,1019.13,131,2007-10
f,2008,45,Mtwapa,4,371.27,131,2007-10
f,2008,75,Mtwapa,5,52.08,131,2007-10
f,2008,5,Ngerenya,1,2143.43,242,2007-10
f,2008,75,Ngerenya,6,98.35,242,2007-10
f,2008,15,Ngerenya,0,1385.95,242,2007-10
f,2008,65,Ngerenya,7,213.69,242,2007-10
f,2008,25,Ngerenya,4,855.97,242,2007-10
f,2008,0.0767,Ngerenya,1,252.31,242,2007-10
f,2008,0,Ngerenya,4,18.48,242,2007-10
f,2008,45,Ngerenya,2,501.04,242,2007-10
f,2008,35,Ngerenya,1,532.09,242,2007-10
f,2008,55,Ngerenya,3,341.29,242,2007-10
f,2008,1,Ngerenya,1,999.92,242,2007-10
f,2008,0.0767,Roka,0,271,282,2007-10
f,2008,1,Roka,3,1100.41,282,2007-10
f,2008,5,Roka,3,2374.35,282,2007-10
f,2008,0,Roka,3,21.52,282,2007-10
f,2008,45,Roka,0,511.61,282,2007-10
