sex,year,agecat_1,loc,deaths,PYO,births,y_bloc
m,2014,5,Mtwapa,2,1920.36,200,2011-14
m,2014,35,Mtwapa,5,642.75,200,2011-14
m,2014,65,Mtwapa,1,121.35,200,2011-14
m,2014,0,Ngerenya,1,21.98,288,2011-14
m,2014,25,Ngerenya,9,730.05,288,2011-14
m,2014,65,Ngerenya,9,142.37,288,2011-14
m,2014,35,Ngerenya,1,572.34,288,2011-14
m,2014,5,Ngerenya,9,2549.71,288,2011-14
m,2014,55,Ngerenya,6,221.35,288,2011-14
m,2014,45,Ngerenya,3,319.9,288,2011-14
m,2014,75,Ngerenya,7,121.03,288,2011-14
m,2014,0.0767,Ngerenya,3,239.79,288,2011-14
m,2014,15,Ngerenya,4,1472.76,288,2011-14
m,2014,1,Ngerenya,3,1102.1,288,2011-14
m,2014,0.0767,Roka,4,275.63,300,2011-14
m,2014,45,Roka,3,381.41,300,2011-14
m,2014,35,Roka,2,553.11,300,2011-14
m,2014,0,Roka,3,23.35,300,2011-14
m,2014,65,Roka,9,153.03,300,2011-14
m,2014,55,Roka,3,244.38,300,2011-14
m,2014,75,Roka,9,100.49,300,2011-14
m,2014,15,Roka,3,1660.29,300,2011-14
m,2014,1,Roka,2,1124.4,300,2011-14
m,2014,25,Roka,5,853.04,300,2011-14
m,2014,5,Roka,0,2799.58,300,2011-14
m,2014,0,Sokoke,2,11.43,152,2011-14
m,2014,25,Sokoke,0,205.5,152,2011-14
m,2014,45,Sokoke,1,132.22,152,2011-14
m,2014,55,Sokoke,3,146.88,152,2011-14
m,2014,1,Sokoke,2,570.95,152,2011-14
m,2014,5,Sokoke,3,1453.51,152,2011-14
m,2014,75,Sokoke,9,63.03,152,2011-14
m,2014,35,Sokoke,1,151.99,152,2011-14
m,2014,15,Sokoke,0,718.16,152,2011-14
m,2014,65,Sokoke,2,93.95,152,2011-14
m,2014,0.0767,Sokoke,0,128.77,152,2011-14
m,2014,5,Takaungu Mavueni,8,4589.63,516,2011-14
m,2014,75,Takaungu Mavueni,11,150.21,516,2011-14
m,2014,1,Takaungu Mavueni,6,1950.96,516,2011-14
m,2014,0.0767,Takaungu Mavueni,6,455.6,516,2011-14
m,2014,25,Takaungu Mavueni,4,1139.16,516,2011-14
m,2014,35,Takaungu Mavueni,8,877.13,516,2011-14
m,2014,15,Takaungu Mavueni,3,2716.58,516,2011-14
m,2014,0,Takaungu Mavueni,5,38.72,516,2011-14
m,2014,65,Takaungu Mavueni,13,308.01,516,2011-14
m,2014,45,Takaungu Mavueni,5,623.49,516,2011-14
m,2014,55,Takaungu Mavueni,13,531.85,516,2011-14
m,2014,45,Tezo,4,625.23,415,2011-14
m,2014,55,Tezo,6,442.83,415,2011-14
m,2014,0,Tezo,5,31.32,415,2011-14
m,2014,25,Tezo,3,1536.57,415,2011-14
m,2014,5,Tezo,6,4288.69,415,2011-14
m,2014,75,Tezo,9,121.92,415,2011-14
m,2014,1,Tezo,3,1791.81,415,2011-14
m,2014,65,Tezo,14,226.9,415,2011-14
m,2014,0.0767,Tezo,6,413.58,415,2011-14
m,2014,15,Tezo,2,2595.19,415,2011-14
m,2014,35,Tezo,8,1165.03,415,2011-14
m,2014,75,Ziani,4,87.85,249,2011-14
m,2014,5,Ziani,4,2357.83,249,2011-14
m,2014,0,Ziani,4,18.68,249,2011-14
m,2014,55,Ziani,7,241.08,249,2011-14
m,2014,65,Ziani,6,159.65,249,2011-14
m,2014,1,Ziani,8,999.75,249,2011-14
m,2014,25,Ziani,1,385.13,249,2011-14
m,2014,15,Ziani,1,1261.66,249,2011-14
m,2014,0.0767,Ziani,5,216.31,249,2011-14
m,2014,35,Ziani,5,334.9,249,2011-14
m,2014,45,Ziani,4,263.97,249,2011-14
f,2015,0.0767,Banda ra salam,0,133.5,107,2015-18
f,2015,55,Banda ra salam,3,320.79,107,2015-18
f,2015,15,Banda ra salam,1,846.37,107,2015-18
f,2015,1,Banda ra salam,5,646.58,107,2015-18
f,2015,5,Banda ra salam,1,1608.29,107,2015-18
f,2015,25,Banda ra salam,0,539.05,107,2015-18
f,2015,45,Banda ra salam,1,342.89,107,2015-18
f,2015,35,Banda ra salam,2,453.04,107,2015-18
f,2015,0,Banda ra salam,2,7.98,107,2015-18
f,2015,75,Banda ra salam,5,110.46,107,2015-18
f,2015,65,Banda ra salam,4,218.61,107,2015-18
f,2015,1,Chasimba,4,1216.84,251,2015-18
f,2015,75,Chasimba,11,233.98,251,2015-18
f,2015,55,Chasimba,4,636.45,251,2015-18
f,2015,0.0767,Chasimba,4,257.53,251,2015-18
f,2015,15,Chasimba,2,1675.76,251,2015-18
f,2015,5,Chasimba,8,2889.2,251,2015-18
f,2015,0,Chasimba,5,18.63,251,2015-18
f,2015,35,Chasimba,7,865.63,251,2015-18
f,2015,65,Chasimba,10,374.28,251,2015-18
f,2015,45,Chasimba,6,692.34,251,2015-18
f,2015,25,Chasimba,2,939.71,251,2015-18
f,2015,75,Gede,4,66.32,113,2015-18
f,2015,25,Gede,1,376.28,113,2015-18
f,2015,35,Gede,1,272.01,113,2015-18
f,2015,45,Gede,1,221.96,113,2015-18
f,2015,65,Gede,2,106.54,113,2015-18
f,2015,1,Gede,1,421.9,113,2015-18
f,2015,0.0767,Gede,1,108.01,113,2015-18
f,2015,0,Gede,2,8.71,113,2015-18
f,2015,5,Gede,2,1061.01,113,2015-18
f,2015,15,Gede,0,615.22,113,2015-18
f,2015,55,Gede,3,210.14,113,2015-18
f,2015,5,Jaribuni,0,832.51,57,2015-18
f,2015,75,Jaribuni,4,56.01,57,2015-18
f,2015,45,Jaribuni,1,208.83,57,2015-18
f,2015,0.0767,Jaribuni,1,67.13,57,2015-18
f,2015,35,Jaribuni,1,226.42,57,2015-18
f,2015,15,Jaribuni,0,445.38,57,2015-18
f,2015,65,Jaribuni,0,77.62,57,2015-18
f,2015,25,Jaribuni,1,270.92,57,2015-18
f,2015,55,Jaribuni,1,128.32,57,2015-18
f,2015,1,Jaribuni,0,308.15,57,2015-18
f,2015,0,Jaribuni,0,4.46,57,2015-18
f,2015,5,Junju,2,4853.3,451,2015-18
f,2015,25,Junju,7,2061.67,451,2015-18
f,2015,0,Junju,4,34.99,451,2015-18
f,2015,15,Junju,4,3053.33,451,2015-18
f,2015,35,Junju,10,1547.68,451,2015-18
f,2015,75,Junju,16,197.18,451,2015-18
f,2015,0.0767,Junju,4,440.15,451,2015-18
f,2015,65,Junju,10,420.04,451,2015-18
f,2015,45,Junju,8,953.12,451,2015-18
f,2015,1,Junju,5,2143.23,451,2015-18
f,2015,55,Junju,7,831.13,451,2015-18
f,2015,5,Kauma,2,1513.96,118,2015-18
f,2015,75,Kauma,8,95.66,118,2015-18
f,2015,15,Kauma,1,801.25,118,2015-18
f,2015,65,Kauma,2,142.21,118,2015-18
f,2015,55,Kauma,1,257.94,118,2015-18
f,2015,45,Kauma,1,303.22,118,2015-18
f,2015,1,Kauma,5,592.93,118,2015-18
f,2015,0.0767,Kauma,1,121.23,118,2015-18
f,2015,35,Kauma,1,447.94,118,2015-18
f,2015,25,Kauma,1,464.63,118,2015-18
f,2015,0,Kauma,0,8.83,118,2015-18
f,2015,5,Kilifi township,3,6539.84,631,2015-18
f,2015,25,Kilifi township,15,3955.2,631,2015-18
f,2015,55,Kilifi township,10,1045.51,631,2015-18
f,2015,65,Kilifi township,11,475.75,631,2015-18
f,2015,1,Kilifi township,4,2883.94,631,2015-18
f,2015,15,Kilifi township,7,4662.24,631,2015-18
f,2015,75,Kilifi township,12,200.13,631,2015-18
f,2015,45,Kilifi township,8,1650.63,631,2015-18
f,2015,0.0767,Kilifi township,7,639.05,631,2015-18
f,2015,0,Kilifi township,5,47.86,631,2015-18
f,2015,35,Kilifi township,7,2954.83,631,2015-18
f,2015,45,Matsangoni,3,451.18,222,2015-18
f,2015,0,Matsangoni,0,17.14,222,2015-18
f,2015,1,Matsangoni,3,934.74,222,2015-18
f,2015,0.0767,Matsangoni,0,227.82,222,2015-18
f,2015,55,Matsangoni,3,412.01,222,2015-18
f,2015,35,Matsangoni,1,666.84,222,2015-18
f,2015,75,Matsangoni,7,142.05,222,2015-18
f,2015,15,Matsangoni,1,1489.71,222,2015-18
f,2015,65,Matsangoni,5,248.55,222,2015-18
f,2015,25,Matsangoni,4,911.43,222,2015-18
f,2015,5,Matsangoni,2,2314.85,222,2015-18
f,2015,25,Mtwapa,5,882.27,174,2015-18
f,2015,0,Mtwapa,2,12.79,174,2015-18
f,2015,15,Mtwapa,3,1326.45,174,2015-18
f,2015,75,Mtwapa,5,71.96,174,2015-18
f,2015,45,Mtwapa,3,408.94,174,2015-18
f,2015,55,Mtwapa,7,301.88,174,2015-18
f,2015,5,Mtwapa,1,1912.04,174,2015-18
f,2015,35,Mtwapa,3,707.66,174,2015-18
f,2015,1,Mtwapa,4,801.15,174,2015-18
f,2015,0.0767,Mtwapa,2,168.37,174,2015-18
f,2015,65,Mtwapa,4,162.42,174,2015-18
f,2015,15,Ngerenya,4,1455.82,235,2015-18
f,2015,25,Ngerenya,1,1002.23,235,2015-18
f,2015,1,Ngerenya,1,1084.37,235,2015-18
f,2015,65,Ngerenya,11,275.05,235,2015-18
f,2015,5,Ngerenya,2,2480.96,235,2015-18
f,2015,0,Ngerenya,5,17.35,235,2015-18
f,2015,75,Ngerenya,7,151.65,235,2015-18
f,2015,35,Ngerenya,2,757.3,235,2015-18
f,2015,45,Ngerenya,6,501.62,235,2015-18
f,2015,0.0767,Ngerenya,3,236.26,235,2015-18
f,2015,55,Ngerenya,1,444.6,235,2015-18
f,2015,1,Roka,1,1132.27,247,2015-18
f,2015,15,Roka,1,1551.81,247,2015-18
f,2015,45,Roka,3,563.84,247,2015-18
f,2015,35,Roka,2,732.56,247,2015-18
f,2015,65,Roka,7,289.28,247,2015-18
f,2015,0,Roka,1,18.73,247,2015-18
f,2015,5,Roka,1,2691.77,247,2015-18
f,2015,0.0767,Roka,0,256.36,247,2015-18
f,2015,55,Roka,2,411.91,247,2015-18
f,2015,25,Roka,9,986.95,247,2015-18
f,2015,75,Roka,11,146.59,247,2015-18
f,2015,0.0767,Sokoke,1,122.37,110,2015-18
f,2015,75,Sokoke,6,115.05,110,2015-18
f,2015,25,Sokoke,1,427.98,110,2015-18
f,2015,0,Sokoke,0,8.5,110,2015-18
f,2015,35,Sokoke,2,365.61,110,2015-18
f,2015,15,Sokoke,1,774.28,110,2015-18
f,2015,55,Sokoke,1,283.25,110,2015-18
f,2015,5,Sokoke,0,1349.76,110,2015-18
f,2015,45,Sokoke,2,317.48,110,2015-18
f,2015,65,Sokoke,6,164.81,110,2015-18
f,2015,1,Sokoke,0,546.45,110,2015-18
f,2015,35,Takaungu Mavueni,1,1382.16,450,2015-18
f,2015,0,Takaungu Mavueni,6,33.91,450,2015-18
f,2015,65,Takaungu Mavueni,9,408.77,450,2015-18
f,2015,75,Takaungu Mavueni,12,257.15,450,2015-18
f,2015,0.0767,Takaungu Mavueni,1,433.08,450,2015-18
f,2015,45,Takaungu Mavueni,7,945.32,450,2015-18
f,2015,25,Takaungu Mavueni,4,1553.98,450,2015-18
f,2015,1,Takaungu Mavueni,2,1837.23,450,2015-18
f,2015,5,Takaungu Mavueni,4,4514.83,450,2015-18
f,2015,15,Takaungu Mavueni,4,2804.91,450,2015-18
f,2015,55,Takaungu Mavueni,9,787.33,450,2015-18
f,2015,65,Tezo,14,395.27,382,2015-18
f,2015,0.0767,Tezo,3,370.56,382,2015-18
f,2015,45,Tezo,9,855.34,382,2015-18
f,2015,5,Tezo,3,4294.65,382,2015-18
f,2015,15,Tezo,3,2635.4,382,2015-18
f,2015,1,Tezo,4,1779.09,382,2015-18
f,2015,25,Tezo,2,1958.14,382,2015-18
f,2015,55,Tezo,7,671.08,382,2015-18
f,2015,35,Tezo,4,1439.63,382,2015-18
f,2015,75,Tezo,10,239.01,382,2015-18
f,2015,0,Tezo,8,27.56,382,2015-18
f,2015,0.0767,Ziani,0,211.41,208,2015-18
f,2015,65,Ziani,10,260.72,208,2015-18
f,2015,5,Ziani,2,2312.92,208,2015-18
f,2015,55,Ziani,4,443.47,208,2015-18
f,2015,0,Ziani,3,15.55,208,2015-18
f,2015,35,Ziani,6,687.49,208,2015-18
f,2015,45,Ziani,1,483.31,208,2015-18
f,2015,75,Ziani,9,154.01,208,2015-18
f,2015,15,Ziani,3,1299.46,208,2015-18
f,2015,25,Ziani,1,707.92,208,2015-18
f,2015,1,Ziani,4,1003.68,208,2015-18
m,2015,5,Banda ra salam,5,1552.48,129,2015-18
m,2015,1,Banda ra salam,2,686.22,129,2015-18
m,2015,45,Banda ra salam,3,175.79,129,2015-18
m,2015,0,Banda ra salam,0,10.16,129,2015-18
m,2015,75,Banda ra salam,8,74.97,129,2015-18
m,2015,0.0767,Banda ra salam,3,150.92,129,2015-18
m,2015,35,Banda ra salam,1,239.44,129,2015-18
m,2015,65,Banda ra salam,4,135.71,129,2015-18
m,2015,25,Banda ra salam,2,263.36,129,2015-18
m,2015,15,Banda ra salam,0,860.31,129,2015-18
m,2015,55,Banda ra salam,4,185.53,129,2015-18
m,2015,0.0767,Chasimba,4,231.91,230,2015-18
m,2015,35,Chasimba,2,437.96,230,2015-18
m,2015,5,Chasimba,5,3076.37,230,2015-18
m,2015,65,Chasimba,12,255.93,230,2015-18
m,2015,75,Chasimba,14,133.85,230,2015-18
m,2015,55,Chasimba,7,330.47,230,2015-18
m,2015,1,Chasimba,2,1272.22,230,2015-18
m,2015,25,Chasimba,3,465.92,230,2015-18
m,2015,45,Chasimba,8,339.41,230,2015-18
m,2015,0,Chasimba,5,17.49,230,2015-18
m,2015,15,Chasimba,5,1605.11,230,2015-18
m,2015,35,Gede,1,166.21,100,2015-18
m,2015,5,Gede,0,1111.79,100,2015-18
m,2015,0.0767,Gede,1,114.28,100,2015-18
m,2015,65,Gede,3,84.97,100,2015-18
m,2015,25,Gede,2,262.36,100,2015-18
m,2015,0,Gede,0,7.82,100,2015-18
m,2015,55,Gede,4,97.12,100,2015-18
m,2015,75,Gede,1,41.99,100,2015-18
m,2015,1,Gede,1,443.22,100,2015-18
m,2015,15,Gede,0,623.3,100,2015-18
m,2015,45,Gede,0,97.99,100,2015-18
m,2015,75,Jaribuni,5,32.47,55,2015-18
m,2015,0.0767,Jaribuni,1,66.7,55,2015-18
m,2015,45,Jaribuni,0,97.93,55,2015-18
m,2015,55,Jaribuni,2,82.86,55,2015-18
m,2015,15,Jaribuni,0,473.03,55,2015-18
m,2015,1,Jaribuni,2,332.98,55,2015-18
m,2015,5,Jaribuni,3,820.8,55,2015-18
m,2015,0,Jaribuni,0,4.32,55,2015-18
m,2015,25,Jaribuni,0,140.28,55,2015-18
m,2015,65,Jaribuni,2,70.16,55,2015-18
m,2015,35,Jaribuni,1,109.25,55,2015-18
m,2015,15,Junju,1,2930.82,446,2015-18
m,2015,5,Junju,2,4942.85,446,2015-18
m,2015,0,Junju,10,33.74,446,2015-18
m,2015,25,Junju,3,1759.73,446,2015-18
m,2015,55,Junju,9,563.24,446,2015-18
m,2015,45,Junju,10,801.48,446,2015-18
m,2015,35,Junju,7,1342.28,446,2015-18
m,2015,0.0767,Junju,3,446.46,446,2015-18
m,2015,1,Junju,5,2226.22,446,2015-18
m,2015,75,Junju,16,118.76,446,2015-18
m,2015,65,Junju,18,265.31,446,2015-18
m,2015,1,Kauma,4,585.54,131,2015-18
m,2015,0,Kauma,7,9.41,131,2015-18
m,2015,35,Kauma,2,207.94,131,2015-18
m,2015,0.0767,Kauma,0,118.01,131,2015-18
m,2015,45,Kauma,0,183.22,131,2015-18
m,2015,55,Kauma,3,135.97,131,2015-18
m,2015,65,Kauma,2,124.5,131,2015-18
m,2015,15,Kauma,0,804.09,131,2015-18
m,2015,25,Kauma,2,214.08,131,2015-18
m,2015,75,Kauma,6,70.82,131,2015-18
m,2015,5,Kauma,4,1551.7,131,2015-18
m,2015,45,Kilifi township,13,1456.03,619,2015-18
m,2015,75,Kilifi township,8,132.57,619,2015-18
m,2015,1,Kilifi township,4,2960.54,619,2015-18
m,2015,0,Kilifi township,11,45.86,619,2015-18
m,2015,5,Kilifi township,6,6666.35,619,2015-18
m,2015,25,Kilifi township,9,3070.15,619,2015-18
m,2015,15,Kilifi township,6,3933.75,619,2015-18
m,2015,35,Kilifi township,7,2389.72,619,2015-18
m,2015,55,Kilifi township,7,818.63,619,2015-18
m,2015,0.0767,Kilifi township,4,657.58,619,2015-18
m,2015,65,Kilifi township,18,283.48,619,2015-18
m,2015,25,Matsangoni,1,669.77,230,2015-18
m,2015,35,Matsangoni,0,459.2,230,2015-18
m,2015,65,Matsangoni,3,157.19,230,2015-18
m,2015,15,Matsangoni,2,1437.01,230,2015-18
m,2015,0.0767,Matsangoni,2,219.05,230,2015-18
m,2015,75,Matsangoni,7,100.35,230,2015-18
m,2015,55,Matsangoni,5,223.95,230,2015-18
m,2015,1,Matsangoni,0,969.65,230,2015-18
m,2015,5,Matsangoni,0,2264.01,230,2015-18
m,2015,0,Matsangoni,4,17.51,230,2015-18
m,2015,45,Matsangoni,1,249.52,230,2015-18
m,2015,15,Mtwapa,2,1402.93,168,2015-18
m,2015,55,Mtwapa,1,256.32,168,2015-18
m,2015,0,Mtwapa,0,12.71,168,2015-18
m,2015,65,Mtwapa,10,126.23,168,2015-18
m,2015,25,Mtwapa,5,895.11,168,2015-18
m,2015,35,Mtwapa,3,675.71,168,2015-18
m,2015,5,Mtwapa,2,1941.25,168,2015-18
m,2015,75,Mtwapa,6,55.34,168,2015-18
m,2015,0.0767,Mtwapa,1,170.16,168,2015-18
m,2015,45,Mtwapa,0,385.13,168,2015-18
m,2015,1,Mtwapa,5,803.22,168,2015-18
m,2015,1,Ngerenya,2,1079.62,248,2015-18
m,2015,0.0767,Ngerenya,3,247.79,248,2015-18
m,2015,35,Ngerenya,2,587.36,248,2015-18
m,2015,0,Ngerenya,4,18.03,248,2015-18
m,2015,25,Ngerenya,0,762.66,248,2015-18
m,2015,15,Ngerenya,1,1478.92,248,2015-18
m,2015,75,Ngerenya,5,133.67,248,2015-18
m,2015,55,Ngerenya,4,242.12,248,2015-18
m,2015,45,Ngerenya,4,326.32,248,2015-18
m,2015,5,Ngerenya,0,2607.1,248,2015-18
m,2015,65,Ngerenya,1,143.64,248,2015-18
m,2015,5,Roka,1,2786.67,287,2015-18
m,2015,35,Roka,1,558.62,287,2015-18
m,2015,75,Roka,8,105.36,287,2015-18
m,2015,15,Roka,1,1636.13,287,2015-18
m,2015,65,Roka,8,154.15,287,2015-18
m,2015,55,Roka,5,252.44,287,2015-18
m,2015,25,Roka,4,858.07,287,2015-18
m,2015,0.0767,Roka,2,277.83,287,2015-18
m,2015,1,Roka,1,1110.25,287,2015-18
m,2015,45,Roka,4,394.97,287,2015-18
m,2015,0,Roka,1,22,287,2015-18
m,2015,55,Sokoke,2,144.35,112,2015-18
m,2015,15,Sokoke,0,685.43,112,2015-18
m,2015,75,Sokoke,7,61.18,112,2015-18
m,2015,35,Sokoke,0,154.22,112,2015-18
m,2015,65,Sokoke,3,100.03,112,2015-18
m,2015,0.0767,Sokoke,0,122.86,112,2015-18
m,2015,45,Sokoke,1,134.26,112,2015-18
m,2015,5,Sokoke,3,1454.94,112,2015-18
m,2015,25,Sokoke,0,215.2,112,2015-18
m,2015,1,Sokoke,0,573.35,112,2015-18
m,2015,0,Sokoke,0,8.79,112,2015-18
m,2015,45,Takaungu Mavueni,7,634.15,427,2015-18
m,2015,15,Takaungu Mavueni,8,2796.66,427,2015-18
m,2015,0.0767,Takaungu Mavueni,4,432.83,427,2015-18
m,2015,55,Takaungu Mavueni,14,541.1,427,2015-18
m,2015,35,Takaungu Mavueni,8,920.72,427,2015-18
m,2015,1,Takaungu Mavueni,4,1977.35,427,2015-18
m,2015,75,Takaungu Mavueni,22,160.74,427,2015-18
m,2015,0,Takaungu Mavueni,5,32.14,427,2015-18
m,2015,5,Takaungu Mavueni,6,4593.05,427,2015-18
m,2015,65,Takaungu Mavueni,21,323.98,427,2015-18
m,2015,25,Takaungu Mavueni,8,1187.17,427,2015-18
m,2015,65,Tezo,9,237.11,399,2015-18
m,2015,5,Tezo,4,4267.61,399,2015-18
m,2015,1,Tezo,5,1813.6,399,2015-18
m,2015,35,Tezo,5,1208.9,399,2015-18
m,2015,0,Tezo,11,29.55,399,2015-18
m,2015,0.0767,Tezo,1,392.15,399,2015-18
m,2015,45,Tezo,4,657.49,399,2015-18
m,2015,75,Tezo,9,136.67,399,2015-18
m,2015,55,Tezo,11,456.22,399,2015-18
m,2015,25,Tezo,1,1563.17,399,2015-18
m,2015,15,Tezo,4,2684.54,399,2015-18
m,2015,65,Ziani,7,166.05,254,2015-18
m,2015,75,Ziani,8,98.88,254,2015-18
m,2015,5,Ziani,6,2341.71,254,2015-18
m,2015,0.0767,Ziani,3,235.77,254,2015-18
m,2015,35,Ziani,2,338.64,254,2015-18
m,2015,15,Ziani,2,1296.05,254,2015-18
m,2015,1,Ziani,9,995.65,254,2015-18
m,2015,0,Ziani,3,18.86,254,2015-18
m,2015,55,Ziani,8,240.94,254,2015-18
m,2015,45,Ziani,4,263.92,254,2015-18
m,2015,25,Ziani,2,412.47,254,2015-18
f,2016,45,Banda ra salam,1,335.51,114,2015-18
f,2016,0,Banda ra salam,0,8.6,114,2015-18
f,2016,75,Banda ra salam,8,121.29,114,2015-18
f,2016,25,Banda ra salam,0,511.86,114,2015-18
f,2016,35,Banda ra salam,1,452.36,114,2015-18
f,2016,65,Banda ra salam,5,215.75,114,2015-18
f,2016,1,Banda ra salam,0,593.11,114,2015-18
f,2016,0.0767,Banda ra salam,2,105.76,114,2015-18
f,2016,55,Banda ra salam,5,319.98,114,2015-18
f,2016,5,Banda ra salam,4,1556.85,114,2015-18
f,2016,15,Banda ra salam,0,811,114,2015-18
f,2016,65,Chasimba,5,377.26,263,2015-18
f,2016,15,Chasimba,1,1628.78,263,2015-18
f,2016,5,Chasimba,2,2829.13,263,2015-18
f,2016,45,Chasimba,1,663.34,263,2015-18
f,2016,25,Chasimba,4,919.1,263,2015-18
f,2016,0.0767,Chasimba,1,249.95,263,2015-18
f,2016,35,Chasimba,4,827.31,263,2015-18
f,2016,0,Chasimba,2,20.52,263,2015-18
f,2016,75,Chasimba,10,266.51,263,2015-18
f,2016,1,Chasimba,0,1110.28,263,2015-18
f,2016,55,Chasimba,4,646.07,263,2015-18
f,2016,55,Gede,0,217.63,92,2015-18
f,2016,45,Gede,4,212.45,92,2015-18
f,2016,35,Gede,3,267.85,92,2015-18
f,2016,5,Gede,1,1060.92,92,2015-18
f,2016,75,Gede,4,68.34,92,2015-18
f,2016,25,Gede,3,384.72,92,2015-18
f,2016,1,Gede,1,424.21,92,2015-18
f,2016,15,Gede,0,629.82,92,2015-18
f,2016,0.0767,Gede,0,100.34,92,2015-18
f,2016,0,Gede,2,6.92,92,2015-18
f,2016,65,Gede,2,114.15,92,2015-18
f,2016,55,Jaribuni,1,145.94,58,2015-18
f,2016,35,Jaribuni,0,218.12,58,2015-18
f,2016,0,Jaribuni,0,4.53,58,2015-18
f,2016,5,Jaribuni,2,814.41,58,2015-18
f,2016,65,Jaribuni,0,79.13,58,2015-18
f,2016,0.0767,Jaribuni,0,59.06,58,2015-18
f,2016,15,Jaribuni,0,425.48,58,2015-18
f,2016,75,Jaribuni,5,59.1,58,2015-18
f,2016,25,Jaribuni,0,252.47,58,2015-18
f,2016,45,Jaribuni,1,195.1,58,2015-18
f,2016,1,Jaribuni,1,284.6,58,2015-18
f,2016,15,Junju,2,3041.67,415,2015-18
f,2016,25,Junju,6,2082.47,415,2015-18
f,2016,0,Junju,4,31.75,415,2015-18
f,2016,55,Junju,13,858.83,415,2015-18
f,2016,65,Junju,10,420.71,415,2015-18
f,2016,0.0767,Junju,3,427.46,415,2015-18
f,2016,75,Junju,8,216.18,415,2015-18
f,2016,45,Junju,5,918.8,415,2015-18
f,2016,1,Junju,4,2021.38,415,2015-18
f,2016,35,Junju,6,1566.55,415,2015-18
f,2016,5,Junju,4,4834.87,415,2015-18
f,2016,65,Kauma,2,136.1,118,2015-18
f,2016,55,Kauma,2,283.59,118,2015-18
f,2016,25,Kauma,3,447.22,118,2015-18
f,2016,45,Kauma,0,280.34,118,2015-18
f,2016,0.0767,Kauma,2,117.81,118,2015-18
f,2016,75,Kauma,4,103.57,118,2015-18
f,2016,1,Kauma,0,544.54,118,2015-18
f,2016,0,Kauma,1,9.1,118,2015-18
f,2016,5,Kauma,2,1482.12,118,2015-18
f,2016,35,Kauma,0,445.4,118,2015-18
f,2016,15,Kauma,2,793.85,118,2015-18
f,2016,35,Kilifi township,7,3004.73,592,2015-18
f,2016,25,Kilifi township,5,3873.83,592,2015-18
f,2016,0,Kilifi township,6,45.57,592,2015-18
f,2016,15,Kilifi township,4,4473.89,592,2015-18
f,2016,0.0767,Kilifi township,8,604.03,592,2015-18
f,2016,5,Kilifi township,0,6486.11,592,2015-18
f,2016,45,Kilifi township,15,1676.41,592,2015-18
f,2016,75,Kilifi township,12,230.98,592,2015-18
f,2016,1,Kilifi township,5,2765.64,592,2015-18
f,2016,55,Kilifi township,12,1112.84,592,2015-18
f,2016,65,Kilifi township,7,484.82,592,2015-18
f,2016,75,Matsangoni,10,159.67,213,2015-18
f,2016,55,Matsangoni,4,449.09,213,2015-18
f,2016,25,Matsangoni,5,949.4,213,2015-18
f,2016,65,Matsangoni,5,246.88,213,2015-18
f,2016,35,Matsangoni,2,659.25,213,2015-18
f,2016,5,Matsangoni,0,2347.25,213,2015-18
f,2016,0,Matsangoni,1,16.38,213,2015-18
f,2016,1,Matsangoni,1,927.41,213,2015-18
f,2016,0.0767,Matsangoni,2,219.45,213,2015-18
f,2016,45,Matsangoni,1,431.1,213,2015-18
f,2016,15,Matsangoni,1,1483.97,213,2015-18
f,2016,75,Mtwapa,3,83.66,157,2015-18
f,2016,15,Mtwapa,0,1277.15,157,2015-18
f,2016,25,Mtwapa,3,879.64,157,2015-18
f,2016,1,Mtwapa,3,751.62,157,2015-18
f,2016,0,Mtwapa,4,11.59,157,2015-18
f,2016,45,Mtwapa,2,411.84,157,2015-18
f,2016,35,Mtwapa,4,722.21,157,2015-18
f,2016,55,Mtwapa,5,314.15,157,2015-18
f,2016,5,Mtwapa,0,1891.53,157,2015-18
f,2016,65,Mtwapa,4,163.43,157,2015-18
f,2016,0.0767,Mtwapa,1,160.61,157,2015-18
f,2016,75,Ngerenya,14,162.58,240,2015-18
f,2016,45,Ngerenya,2,493.12,240,2015-18
f,2016,0.0767,Ngerenya,0,231.37,240,2015-18
f,2016,65,Ngerenya,7,268.05,240,2015-18
f,2016,35,Ngerenya,3,755.4,240,2015-18
f,2016,15,Ngerenya,2,1421.17,240,2015-18
f,2016,25,Ngerenya,1,1022.08,240,2015-18
f,2016,5,Ngerenya,0,2440.96,240,2015-18
f,2016,55,Ngerenya,2,454.78,240,2015-18
f,2016,1,Ngerenya,2,1051.74,240,2015-18
f,2016,0,Ngerenya,0,18.43,240,2015-18
f,2016,0.0767,Roka,1,242.02,232,2015-18
f,2016,5,Roka,1,2659.11,232,2015-18
f,2016,65,Roka,6,290.83,232,2015-18
f,2016,25,Roka,0,976.1,232,2015-18
f,2016,75,Roka,8,161.87,232,2015-18
f,2016,55,Roka,6,424.56,232,2015-18
f,2016,35,Roka,2,737.73,232,2015-18
f,2016,1,Roka,0,1114.37,232,2015-18
f,2016,45,Roka,5,564.17,232,2015-18
f,2016,0,Roka,1,17.61,232,2015-18
f,2016,15,Roka,2,1515.69,232,2015-18
f,2016,0.0767,Sokoke,0,109.17,112,2015-18
f,2016,25,Sokoke,1,429.33,112,2015-18
f,2016,65,Sokoke,2,173.44,112,2015-18
