sex,agegrp,month_2,y_bloc,locn,_D,_Y,_Rate,_Lower,_Upper
f,0,1,2003-06,Banda ra salam,2,2.70E+02,0.0073933,0.001849,0.0295615
f,0,1,2007-10,Banda ra salam,2,3.00E+02,0.0065632,0.0016414,0.0262426
f,0,1,2011-14,Banda ra salam,1,3.00E+02,0.0033387,0.0004703,0.0237015
f,0,1,2015-18,Banda ra salam,5,2.40E+02,0.0206993,0.0086156,0.0497306
f,0,2,2003-06,Banda ra salam,3,2.70E+02,0.011097,0.003579,0.034407
f,0,2,2007-10,Banda ra salam,2,3.00E+02,0.0065926,0.0016488,0.0263601
f,0,2,2011-14,Banda ra salam,0,2.90E+02,0.00E+00,,
f,0,2,2015-18,Banda ra salam,0,2.40E+02,0.00E+00,,
f,0,3,2003-06,Banda ra salam,3,2.70E+02,0.0110228,0.0035551,0.0341768
f,0,3,2007-10,Banda ra salam,1,3.00E+02,0.0033055,0.0004656,0.023466
f,0,3,2011-14,Banda ra salam,6,2.90E+02,0.0204288,0.0091779,0.0454721
f,0,3,2015-18,Banda ra salam,1,2.40E+02,0.0040859,0.0005756,0.0290061
f,0,4,2003-06,Banda ra salam,0,2.70E+02,0.00E+00,,
f,0,4,2007-10,Banda ra salam,3,3.00E+02,0.0099312,0.003203,0.0307923
f,0,4,2011-14,Banda ra salam,1,3.00E+02,0.003346,0.0004713,0.0237537
f,0,4,2015-18,Banda ra salam,1,2.40E+02,0.0041126,0.0005793,0.0291954
f,0,5,2003-06,Banda ra salam,6,2.70E+02,0.0222058,0.0099762,0.0494275
f,0,5,2007-10,Banda ra salam,1,3.00E+02,0.0033082,0.000466,0.0234849
f,0,5,2011-14,Banda ra salam,1,3.00E+02,0.0033615,0.0004735,0.0238637
f,0,5,2015-18,Banda ra salam,1,2.40E+02,0.0040887,0.0005759,0.0290257
f,0,6,2003-06,Banda ra salam,4,2.70E+02,0.0146197,0.005487,0.0389529
f,0,6,2007-10,Banda ra salam,3,3.00E+02,0.0099577,0.0032116,0.0308745
f,0,6,2011-14,Banda ra salam,1,3.00E+02,0.0033861,0.000477,0.0240378
f,0,6,2015-18,Banda ra salam,0,2.40E+02,0.00E+00,,
f,0,7,2003-06,Banda ra salam,3,2.80E+02,0.0108442,0.0034975,0.0336231
f,0,7,2007-10,Banda ra salam,3,3.00E+02,0.0098966,0.0031919,0.0306851
f,0,7,2011-14,Banda ra salam,4,3.00E+02,0.0135438,0.0050832,0.0360862
f,0,7,2015-18,Banda ra salam,1,2.40E+02,0.0041251,0.0005811,0.029284
f,0,8,2003-06,Banda ra salam,5,2.70E+02,0.01822,0.0075837,0.043774
f,0,8,2007-10,Banda ra salam,1,3.10E+02,0.0032264,0.0004545,0.0229042
f,0,8,2011-14,Banda ra salam,3,3.00E+02,0.0101525,0.0032744,0.0314785
f,0,8,2015-18,Banda ra salam,1,2.40E+02,0.0041794,0.0005887,0.0296702
f,0,9,2003-06,Banda ra salam,6,2.70E+02,0.0219575,0.0098646,0.0488747
f,0,9,2007-10,Banda ra salam,3,3.10E+02,0.0096227,0.0031035,0.0298359
f,0,9,2011-14,Banda ra salam,3,2.90E+02,0.0102511,0.0033062,0.0317842
f,0,9,2015-18,Banda ra salam,0,2.40E+02,0.00E+00,,
f,0,10,2003-06,Banda ra salam,5,2.80E+02,0.0180534,0.0075143,0.0433738
f,0,10,2007-10,Banda ra salam,1,3.10E+02,0.0032059,0.0004516,0.0227592
f,0,10,2011-14,Banda ra salam,0,2.90E+02,0.00E+00,,
f,0,10,2015-18,Banda ra salam,1,2.40E+02,0.004175,0.0005881,0.0296387
f,0,11,2003-06,Banda ra salam,1,2.80E+02,0.0035733,0.0005033,0.0253669
f,0,11,2007-10,Banda ra salam,2,3.10E+02,0.0063869,0.0015974,0.0255378
f,0,11,2011-14,Banda ra salam,1,2.90E+02,0.0034461,0.0004854,0.0244645
f,0,11,2015-18,Banda ra salam,0,2.40E+02,0.00E+00,,
f,0,12,2003-06,Banda ra salam,1,2.80E+02,0.0035493,0.0005,0.0251969
f,0,12,2007-10,Banda ra salam,1,3.20E+02,0.0031697,0.0004465,0.0225021
f,0,12,2011-14,Banda ra salam,0,2.90E+02,0.00E+00,,
f,0,12,2015-18,Banda ra salam,2,2.30E+02,0.0086069,0.0021526,0.0344141
f,0,1,2003-06,Chasimba,11,5.30E+02,0.0209514,0.0116029,0.0378321
f,0,1,2007-10,Chasimba,2,5.30E+02,0.0037959,0.0009493,0.0151775
f,0,1,2011-14,Chasimba,1,5.30E+02,0.0018772,0.0002644,0.0133266
f,0,1,2015-18,Chasimba,1,4.70E+02,0.002126,0.0002995,0.0150926
f,0,2,2003-06,Chasimba,5,5.30E+02,0.0094518,0.0039341,0.0227081
f,0,2,2007-10,Chasimba,5,5.20E+02,0.0095651,0.0039813,0.0229805
f,0,2,2011-14,Chasimba,0,5.30E+02,0.00E+00,,
f,0,2,2015-18,Chasimba,4,4.70E+02,0.008497,0.0031891,0.0226395
f,0,3,2003-06,Chasimba,7,5.30E+02,0.0132619,0.0063224,0.0278183
f,0,3,2007-10,Chasimba,1,5.20E+02,0.0019267,0.0002714,0.013678
f,0,3,2011-14,Chasimba,5,5.40E+02,0.0093372,0.0038864,0.0224328
f,0,3,2015-18,Chasimba,4,4.70E+02,0.0084728,0.00318,0.022575
f,0,4,2003-06,Chasimba,7,5.20E+02,0.0133827,0.00638,0.0280717
f,0,4,2007-10,Chasimba,3,5.20E+02,0.0057716,0.0018615,0.0178953
f,0,4,2011-14,Chasimba,7,5.40E+02,0.0129614,0.0061791,0.0271878
f,0,4,2015-18,Chasimba,4,4.70E+02,0.0084306,0.0031641,0.0224625
f,0,5,2003-06,Chasimba,4,5.20E+02,0.0076864,0.0028848,0.0204796
f,0,5,2007-10,Chasimba,6,5.20E+02,0.0116128,0.0052172,0.0258487
f,0,5,2011-14,Chasimba,6,5.30E+02,0.0112435,0.0050513,0.0250266
f,0,5,2015-18,Chasimba,2,4.70E+02,0.0042153,0.0010542,0.0168548
f,0,6,2003-06,Chasimba,10,5.30E+02,0.0189067,0.0101728,0.0351389
f,0,6,2007-10,Chasimba,5,5.20E+02,0.0096915,0.0040339,0.0232842
f,0,6,2011-14,Chasimba,5,5.30E+02,0.0094309,0.0039254,0.022658
f,0,6,2015-18,Chasimba,2,4.70E+02,0.0042377,0.0010598,0.0169442
f,0,7,2003-06,Chasimba,1,5.30E+02,0.0018719,0.0002637,0.013289
f,0,7,2007-10,Chasimba,6,5.20E+02,0.0114418,0.0051404,0.0254682
f,0,7,2011-14,Chasimba,5,5.30E+02,0.0093806,0.0039045,0.0225371
f,0,7,2015-18,Chasimba,3,4.70E+02,0.0063957,0.0020628,0.0198303
f,0,8,2003-06,Chasimba,4,5.30E+02,0.0074949,0.002813,0.0199694
f,0,8,2007-10,Chasimba,6,5.30E+02,0.0112507,0.0050545,0.0250426
f,0,8,2011-14,Chasimba,4,5.30E+02,0.0074772,0.0028063,0.0199224
f,0,8,2015-18,Chasimba,2,4.60E+02,0.0043037,0.0010764,0.0172082
f,0,9,2003-06,Chasimba,3,5.30E+02,0.0056777,0.0018312,0.0176041
f,0,9,2007-10,Chasimba,3,5.40E+02,0.0056028,0.001807,0.0173718
f,0,9,2011-14,Chasimba,1,5.30E+02,0.0018915,0.0002664,0.013428
f,0,9,2015-18,Chasimba,2,4.60E+02,0.0043052,0.0010767,0.017214
f,0,10,2003-06,Chasimba,7,5.40E+02,0.0130299,0.0062118,0.0273315
f,0,10,2007-10,Chasimba,2,5.30E+02,0.0037732,0.0009437,0.015087
f,0,10,2011-14,Chasimba,6,5.30E+02,0.0114237,0.0051322,0.0254278
f,0,10,2015-18,Chasimba,2,4.60E+02,0.004304,0.0010764,0.0172092
f,0,11,2003-06,Chasimba,3,5.40E+02,0.0055915,0.0018034,0.0173369
f,0,11,2007-10,Chasimba,6,5.30E+02,0.0112562,0.005057,0.0250549
f,0,11,2011-14,Chasimba,3,5.30E+02,0.0056961,0.0018371,0.0176611
f,0,11,2015-18,Chasimba,5,4.60E+02,0.0107986,0.0044947,0.0259439
f,0,12,2003-06,Chasimba,4,5.40E+02,0.0074587,0.0027994,0.019873
f,0,12,2007-10,Chasimba,5,5.40E+02,0.0093443,0.0038893,0.0224499
f,0,12,2011-14,Chasimba,0,5.30E+02,0.00E+00,,
f,0,12,2015-18,Chasimba,2,4.60E+02,0.0043718,0.0010934,0.0174804
f,0,1,2003-06,Don't know,0,1.50E+01,0.00E+00,,
f,0,1,2007-10,Don't know,0,7.33933,0.00E+00,,
f,0,1,2011-14,Don't know,0,1.232392,0.00E+00,,
f,0,2,2003-06,Don't know,0,1.50E+01,0.00E+00,,
f,0,2,2007-10,Don't know,0,7.041237,0.00E+00,,
f,0,2,2011-14,Don't know,0,1.17043,0.00E+00,,
f,0,3,2003-06,Don't know,1,1.50E+01,0.0660682,0.0093066,0.469023
f,0,3,2007-10,Don't know,0,6.784755,0.00E+00,,
f,0,3,2011-14,Don't know,0,0.836945,0.00E+00,,
f,0,4,2003-06,Don't know,0,1.50E+01,0.00E+00,,
f,0,4,2007-10,Don't know,0,6.584859,0.00E+00,,
f,0,4,2011-14,Don't know,0,0.749997,0.00E+00,,
f,0,5,2003-06,Don't know,1,1.50E+01,0.0652874,0.0091966,0.4634796
f,0,5,2007-10,Don't know,0,6.38399,0.00E+00,,
f,0,5,2011-14,Don't know,0,0.843421,0.00E+00,,
f,0,6,2003-06,Don't know,0,1.60E+01,0.00E+00,,
f,0,6,2007-10,Don't know,0,6.728598,0.00E+00,,
f,0,6,2011-14,Don't know,0,0.97655,0.00E+00,,
f,0,7,2003-06,Don't know,0,1.60E+01,0.00E+00,,
f,0,7,2007-10,Don't know,0,6.719884,0.00E+00,,
f,0,7,2011-14,Don't know,0,0.906582,0.00E+00,,
f,0,8,2003-06,Don't know,1,1.60E+01,0.0628535,0.0088538,0.4462018
f,0,8,2007-10,Don't know,0,6.471441,0.00E+00,,
f,0,8,2011-14,Don't know,0,0.833333,0.00E+00,,
f,0,9,2003-06,Don't know,0,1.50E+01,0.00E+00,,
f,0,9,2007-10,Don't know,0,6.202928,0.00E+00,,
f,0,9,2011-14,Don't know,0,0.792262,0.00E+00,,
f,0,10,2003-06,Don't know,0,1.50E+01,0.00E+00,,
f,0,10,2007-10,Don't know,0,6.102002,0.00E+00,,
f,0,10,2011-14,Don't know,0,0.833337,0.00E+00,,
f,0,11,2003-06,Don't know,1,1.40E+01,0.0713544,0.0100512,0.5065502
f,0,11,2007-10,Don't know,0,6.119252,0.00E+00,,
f,0,11,2011-14,Don't know,0,0.734435,0.00E+00,,
f,0,12,2003-06,Don't know,0,1.30E+01,0.00E+00,,
f,0,12,2007-10,Don't know,0,6.094641,0.00E+00,,
f,0,12,2011-14,Don't know,0,0.748111,0.00E+00,,
f,0,1,2003-06,Gede,2,1.70E+02,0.0118726,0.0029693,0.0474717
f,0,1,2007-10,Gede,2,1.80E+02,0.0109453,0.0027374,0.0437643
f,0,1,2011-14,Gede,0,1.80E+02,0.00E+00,,
f,0,1,2015-18,Gede,0,1.70E+02,0.00E+00,,
f,0,2,2003-06,Gede,0,1.70E+02,0.00E+00,,
f,0,2,2007-10,Gede,2,1.80E+02,0.0108868,0.0027228,0.0435304
f,0,2,2011-14,Gede,0,1.90E+02,0.00E+00,,
f,0,2,2015-18,Gede,0,1.70E+02,0.00E+00,,
f,0,3,2003-06,Gede,1,1.70E+02,0.0060059,0.000846,0.0426362
f,0,3,2007-10,Gede,0,1.90E+02,0.00E+00,,
f,0,3,2011-14,Gede,0,1.90E+02,0.00E+00,,
f,0,3,2015-18,Gede,2,1.80E+02,0.0113778,0.0028456,0.0454933
f,0,4,2003-06,Gede,5,1.70E+02,0.0287202,0.0119542,0.0690012
f,0,4,2007-10,Gede,2,1.80E+02,0.0108979,0.0027255,0.0435744
f,0,4,2011-14,Gede,0,1.80E+02,0.00E+00,,
f,0,4,2015-18,Gede,0,1.70E+02,0.00E+00,,
f,0,5,2003-06,Gede,1,1.80E+02,0.0055598,0.0007832,0.0394694
f,0,5,2007-10,Gede,3,1.80E+02,0.0164186,0.0052954,0.0509071
f,0,5,2011-14,Gede,0,1.80E+02,0.00E+00,,
f,0,5,2015-18,Gede,2,1.70E+02,0.0115252,0.0028824,0.0460829
f,0,6,2003-06,Gede,3,1.80E+02,0.0166801,0.0053797,0.0517177
f,0,6,2007-10,Gede,3,1.80E+02,0.0162306,0.0052347,0.0503241
f,0,6,2011-14,Gede,0,1.90E+02,0.00E+00,,
f,0,6,2015-18,Gede,0,1.70E+02,0.00E+00,,
f,0,7,2003-06,Gede,2,1.80E+02,0.0112609,0.0028163,0.0450262
f,0,7,2007-10,Gede,1,1.90E+02,0.0054054,0.0007614,0.0383733
f,0,7,2011-14,Gede,2,1.90E+02,0.0106456,0.0026624,0.0425656
f,0,7,2015-18,Gede,3,1.70E+02,0.0172948,0.005578,0.0536238
f,0,8,2003-06,Gede,2,1.80E+02,0.0113256,0.0028325,0.0452847
f,0,8,2007-10,Gede,1,1.80E+02,0.0054394,0.0007662,0.0386148
f,0,8,2011-14,Gede,1,1.90E+02,0.0053925,0.0007596,0.0382817
f,0,8,2015-18,Gede,1,1.70E+02,0.0057681,0.0008125,0.040948
f,0,9,2003-06,Gede,0,1.80E+02,0.00E+00,,
f,0,9,2007-10,Gede,1,1.90E+02,0.0053729,0.0007568,0.0381425
f,0,9,2011-14,Gede,0,1.80E+02,0.00E+00,,
f,0,9,2015-18,Gede,0,1.80E+02,0.00E+00,,
f,0,10,2003-06,Gede,1,1.80E+02,0.0055837,0.0007865,0.0396392
f,0,10,2007-10,Gede,2,1.90E+02,0.010533,0.0026343,0.0421156
f,0,10,2011-14,Gede,0,1.90E+02,0.00E+00,,
f,0,10,2015-18,Gede,1,1.70E+02,0.0057631,0.0008118,0.0409124
f,0,11,2003-06,Gede,1,1.80E+02,0.005594,0.000788,0.0397121
f,0,11,2007-10,Gede,1,1.90E+02,0.0053335,0.0007513,0.0378632
f,0,11,2011-14,Gede,3,1.90E+02,0.0160178,0.0051661,0.0496644
f,0,11,2015-18,Gede,1,1.70E+02,0.0057953,0.0008163,0.0411409
f,0,12,2003-06,Gede,3,1.80E+02,0.0166003,0.005354,0.0514705
f,0,12,2007-10,Gede,0,1.90E+02,0.00E+00,,
f,0,12,2011-14,Gede,0,1.80E+02,0.00E+00,,
f,0,12,2015-18,Gede,1,1.70E+02,0.0058589,0.0008253,0.0415925
f,0,1,2003-06,Jaribuni,4,1.40E+02,0.0293536,0.0110169,0.0782099
f,0,1,2007-10,Jaribuni,0,1.50E+02,0.00E+00,,
f,0,1,2011-14,Jaribuni,1,1.40E+02,0.0073705,0.0010382,0.0523237
f,0,1,2015-18,Jaribuni,1,1.20E+02,0.0084435,0.0011894,0.0599413
f,0,2,2003-06,Jaribuni,1,1.40E+02,0.0073053,0.0010291,0.0518611
f,0,2,2007-10,Jaribuni,1,1.50E+02,0.0066771,0.0009406,0.0474012
f,0,2,2011-14,Jaribuni,1,1.30E+02,0.0074702,0.0010523,0.0530315
f,0,2,2015-18,Jaribuni,1,1.20E+02,0.0084249,0.0011868,0.0598088
f,0,3,2003-06,Jaribuni,4,1.40E+02,0.0293312,0.0110085,0.0781502
f,0,3,2007-10,Jaribuni,2,1.50E+02,0.0135216,0.0033817,0.0540651
f,0,3,2011-14,Jaribuni,1,1.30E+02,0.0074207,0.0010453,0.0526797
f,0,3,2015-18,Jaribuni,0,1.20E+02,0.00E+00,,
f,0,4,2003-06,Jaribuni,2,1.40E+02,0.0146663,0.003668,0.0586421
f,0,4,2007-10,Jaribuni,2,1.50E+02,0.0135214,0.0033817,0.0540646
f,0,4,2011-14,Jaribuni,2,1.30E+02,0.014855,0.0037152,0.0593968
f,0,4,2015-18,Jaribuni,0,1.20E+02,0.00E+00,,
f,0,5,2003-06,Jaribuni,3,1.40E+02,0.0221795,0.0071534,0.0687692
f,0,5,2007-10,Jaribuni,0,1.50E+02,0.00E+00,,
f,0,5,2011-14,Jaribuni,0,1.30E+02,0.00E+00,,
f,0,5,2015-18,Jaribuni,1,1.20E+02,0.0084719,0.0011934,0.060143
f,0,6,2003-06,Jaribuni,3,1.40E+02,0.0217231,0.0070062,0.0673541
f,0,6,2007-10,Jaribuni,0,1.50E+02,0.00E+00,,
f,0,6,2011-14,Jaribuni,0,1.30E+02,0.00E+00,,
f,0,6,2015-18,Jaribuni,0,1.20E+02,0.00E+00,,
f,0,7,2003-06,Jaribuni,2,1.40E+02,0.0143017,0.0035768,0.0571843
f,0,7,2007-10,Jaribuni,0,1.50E+02,0.00E+00,,
f,0,7,2011-14,Jaribuni,0,1.40E+02,0.00E+00,,
f,0,7,2015-18,Jaribuni,0,1.20E+02,0.00E+00,,
f,0,8,2003-06,Jaribuni,3,1.40E+02,0.0215706,0.006957,0.0668812
f,0,8,2007-10,Jaribuni,3,1.50E+02,0.0198267,0.0063945,0.0614742
f,0,8,2011-14,Jaribuni,1,1.40E+02,0.0073116,0.0010299,0.0519055
f,0,8,2015-18,Jaribuni,0,1.20E+02,0.00E+00,,
f,0,9,2003-06,Jaribuni,3,1.40E+02,0.0216345,0.0069776,0.0670794
f,0,9,2007-10,Jaribuni,1,1.50E+02,0.0066161,0.000932,0.0469679
f,0,9,2011-14,Jaribuni,1,1.40E+02,0.0073946,0.0010416,0.0524949
f,0,9,2015-18,Jaribuni,0,1.20E+02,0.00E+00,,
f,0,10,2003-06,Jaribuni,2,1.40E+02,0.0141244,0.0035325,0.0564755
f,0,10,2007-10,Jaribuni,1,1.50E+02,0.0066606,0.0009382,0.0472842
f,0,10,2011-14,Jaribuni,2,1.30E+02,0.0149774,0.0037458,0.0598861
f,0,10,2015-18,Jaribuni,1,1.20E+02,0.0084452,0.0011896,0.0599528
f,0,11,2003-06,Jaribuni,1,1.40E+02,0.0069939,0.0009852,0.0496504
f,0,11,2007-10,Jaribuni,0,1.50E+02,0.00E+00,,
f,0,11,2011-14,Jaribuni,2,1.30E+02,0.014869,0.0037187,0.0594526
f,0,11,2015-18,Jaribuni,1,1.20E+02,0.008535,0.0012023,0.0605907
f,0,12,2003-06,Jaribuni,2,1.40E+02,0.0140243,0.0035074,0.0560751
f,0,12,2007-10,Jaribuni,0,1.50E+02,0.00E+00,,
f,0,12,2011-14,Jaribuni,0,1.30E+02,0.00E+00,,
f,0,12,2015-18,Jaribuni,1,1.10E+02,0.008768,0.0012351,0.0622444
f,0,1,2003-06,Junju,10,7.20E+02,0.0138698,0.0074627,0.0257778
f,0,1,2007-10,Junju,6,8.30E+02,0.0072503,0.0032573,0.0161384
f,0,1,2011-14,Junju,4,8.80E+02,0.0045479,0.0017069,0.0121175
f,0,1,2015-18,Junju,3,8.40E+02,0.0035749,0.001153,0.0110843
f,0,2,2003-06,Junju,10,7.10E+02,0.0139928,0.0075289,0.0260062
f,0,2,2007-10,Junju,6,8.30E+02,0.0072344,0.0032501,0.0161029
f,0,2,2011-14,Junju,10,8.70E+02,0.011482,0.006178,0.0213399
f,0,2,2015-18,Junju,3,8.40E+02,0.0035837,0.0011558,0.0111116
f,0,3,2003-06,Junju,12,7.20E+02,0.0166373,0.0094485,0.0292957
f,0,3,2007-10,Junju,5,8.20E+02,0.0060684,0.0025259,0.0145796
f,0,3,2011-14,Junju,4,8.60E+02,0.0046454,0.0017435,0.0123772
f,0,3,2015-18,Junju,8,8.40E+02,0.0094997,0.0047508,0.0189957
f,0,4,2003-06,Junju,9,7.20E+02,0.0124795,0.0064933,0.0239845
f,0,4,2007-10,Junju,7,8.30E+02,0.0084734,0.0040396,0.0177739
f,0,4,2011-14,Junju,10,8.80E+02,0.0113571,0.0061108,0.0211078
f,0,4,2015-18,Junju,6,8.40E+02,0.0071486,0.0032116,0.0159119
f,0,5,2003-06,Junju,12,7.20E+02,0.0167179,0.0094943,0.0294377
f,0,5,2007-10,Junju,12,8.40E+02,0.0143552,0.0081525,0.0252773
f,0,5,2011-14,Junju,2,8.80E+02,0.0022671,0.000567,0.0090647
f,0,5,2015-18,Junju,3,8.40E+02,0.0035739,0.0011527,0.0110813
f,0,6,2003-06,Junju,13,7.20E+02,0.0179685,0.0104335,0.0309452
f,0,6,2007-10,Junju,8,8.30E+02,0.009629,0.0048155,0.0192543
f,0,6,2011-14,Junju,6,8.70E+02,0.006888,0.0030945,0.0153318
f,0,6,2015-18,Junju,9,8.40E+02,0.0107216,0.0055786,0.020606
f,0,7,2003-06,Junju,8,7.40E+02,0.0108175,0.0054098,0.0216308
f,0,7,2007-10,Junju,9,8.30E+02,0.0108049,0.005622,0.0207661
f,0,7,2011-14,Junju,5,8.70E+02,0.0057636,0.002399,0.0138473
f,0,7,2015-18,Junju,5,8.40E+02,0.0059202,0.0024641,0.0142234
f,0,8,2003-06,Junju,16,7.50E+02,0.0213622,0.0130872,0.0348696
f,0,8,2007-10,Junju,3,8.50E+02,0.0035431,0.0011427,0.0109858
f,0,8,2011-14,Junju,8,8.80E+02,0.0090774,0.0045396,0.0181513
f,0,8,2015-18,Junju,1,8.40E+02,0.001191,0.0001678,0.0084548
f,0,9,2003-06,Junju,5,7.40E+02,0.0067395,0.0028052,0.0161918
f,0,9,2007-10,Junju,3,8.50E+02,0.0035151,0.0011337,0.0108987
f,0,9,2011-14,Junju,8,8.90E+02,0.0089899,0.0044958,0.0179763
f,0,9,2015-18,Junju,1,8.40E+02,0.0011945,0.0001683,0.0084798
f,0,10,2003-06,Junju,5,7.40E+02,0.0067433,0.0028068,0.016201
f,0,10,2007-10,Junju,4,8.50E+02,0.0046862,0.0017588,0.0124859
f,0,10,2011-14,Junju,4,8.80E+02,0.0045348,0.001702,0.0120826
f,0,10,2015-18,Junju,3,8.40E+02,0.0035664,0.0011502,0.0110577
f,0,11,2003-06,Junju,13,7.60E+02,0.017146,0.009956,0.0295287
f,0,11,2007-10,Junju,5,8.50E+02,0.0058733,0.0024446,0.0141108
f,0,11,2011-14,Junju,4,8.80E+02,0.004555,0.0017096,0.0121363
f,0,11,2015-18,Junju,3,8.40E+02,0.0035631,0.0011492,0.0110476
f,0,12,2003-06,Junju,27,7.70E+02,0.0352396,0.0241667,0.0513861
f,0,12,2007-10,Junju,3,8.50E+02,0.0035095,0.0011319,0.0108813
f,0,12,2011-14,Junju,6,8.80E+02,0.0068109,0.0030599,0.0151602
f,0,12,2015-18,Junju,6,8.30E+02,0.0072071,0.0032378,0.016042
f,0,1,2003-06,Kauma,2,2.40E+02,0.0082234,0.0020567,0.0328809
f,0,1,2007-10,Kauma,1,2.70E+02,0.003689,0.0005196,0.0261885
f,0,1,2011-14,Kauma,2,2.60E+02,0.007641,0.001911,0.0305521
f,0,1,2015-18,Kauma,0,2.30E+02,0.00E+00,,
f,0,2,2003-06,Kauma,1,2.50E+02,0.0040671,0.0005729,0.0288725
f,0,2,2007-10,Kauma,4,2.70E+02,0.01478,0.0055472,0.0393801
f,0,2,2011-14,Kauma,2,2.60E+02,0.0077064,0.0019274,0.0308136
f,0,2,2015-18,Kauma,2,2.30E+02,0.0087411,0.0021861,0.0349506
f,0,3,2003-06,Kauma,3,2.50E+02,0.0121776,0.0039275,0.0377575
f,0,3,2007-10,Kauma,1,2.70E+02,0.0037121,0.0005229,0.0263524
f,0,3,2011-14,Kauma,2,2.60E+02,0.0076346,0.0019094,0.0305264
f,0,3,2015-18,Kauma,1,2.30E+02,0.0044046,0.0006204,0.0312684
f,0,4,2003-06,Kauma,5,2.50E+02,0.0203842,0.0084845,0.0489736
f,0,4,2007-10,Kauma,4,2.70E+02,0.0145621,0.0054654,0.0387994
f,0,4,2011-14,Kauma,2,2.60E+02,0.0076578,0.0019152,0.0306192
f,0,4,2015-18,Kauma,1,2.30E+02,0.0043762,0.0006165,0.0310672
f,0,5,2003-06,Kauma,4,2.40E+02,0.0164047,0.006157,0.0437088
f,0,5,2007-10,Kauma,2,2.70E+02,0.0073479,0.0018377,0.02938
f,0,5,2011-14,Kauma,1,2.60E+02,0.0038513,0.0005425,0.0273406
f,0,5,2015-18,Kauma,1,2.30E+02,0.0044249,0.0006233,0.0314127
f,0,6,2003-06,Kauma,5,2.50E+02,0.0199036,0.0082844,0.047819
f,0,6,2007-10,Kauma,4,2.70E+02,0.0148622,0.0055781,0.039599
f,0,6,2011-14,Kauma,0,2.60E+02,0.00E+00,,
f,0,6,2015-18,Kauma,4,2.30E+02,0.017591,0.0066022,0.0468695
f,0,7,2003-06,Kauma,3,2.50E+02,0.0118756,0.0038301,0.036821
f,0,7,2007-10,Kauma,1,2.70E+02,0.0036665,0.0005165,0.026029
f,0,7,2011-14,Kauma,3,2.60E+02,0.0114129,0.0036809,0.0353864
f,0,7,2015-18,Kauma,1,2.20E+02,0.0044537,0.0006274,0.0316172
f,0,8,2003-06,Kauma,2,2.50E+02,0.007968,0.0019928,0.0318596
f,0,8,2007-10,Kauma,2,2.70E+02,0.0072944,0.0018243,0.0291661
f,0,8,2011-14,Kauma,0,2.60E+02,0.00E+00,,
f,0,8,2015-18,Kauma,4,2.20E+02,0.0178113,0.0066849,0.0474567
f,0,9,2003-06,Kauma,3,2.50E+02,0.0119625,0.0038582,0.0370904
f,0,9,2007-10,Kauma,1,2.70E+02,0.0036533,0.0005146,0.0259349
f,0,9,2011-14,Kauma,1,2.60E+02,0.003893,0.0005484,0.0276367
f,0,9,2015-18,Kauma,3,2.20E+02,0.0133722,0.0043128,0.0414613
f,0,10,2003-06,Kauma,1,2.60E+02,0.0039198,0.0005522,0.0278267
f,0,10,2007-10,Kauma,2,2.70E+02,0.0073083,0.0018278,0.0292218
f,0,10,2011-14,Kauma,2,2.50E+02,0.0078454,0.0019621,0.0313694
f,0,10,2015-18,Kauma,1,2.20E+02,0.0044714,0.0006299,0.031743
f,0,11,2003-06,Kauma,4,2.60E+02,0.0156079,0.0058579,0.0415858
f,0,11,2007-10,Kauma,1,2.80E+02,0.0036169,0.0005095,0.0256764
f,0,11,2011-14,Kauma,1,2.60E+02,0.003893,0.0005484,0.0276366
f,0,11,2015-18,Kauma,1,2.20E+02,0.0044817,0.0006313,0.0318158
f,0,12,2003-06,Kauma,2,2.50E+02,0.0078659,0.0019673,0.0314515
f,0,12,2007-10,Kauma,1,2.80E+02,0.0036169,0.0005095,0.0256766
f,0,12,2011-14,Kauma,6,2.60E+02,0.0232406,0.0104411,0.0517308
f,0,12,2015-18,Kauma,2,2.20E+02,0.009046,0.0022624,0.03617
f,0,1,2003-06,Kilifi township,7,9.10E+02,0.0076514,0.0036477,0.0160497
f,0,1,2007-10,Kilifi township,7,1.10E+03,0.0066311,0.0031613,0.0139094
f,0,1,2011-14,Kilifi township,6,1.10E+03,0.0052215,0.0023458,0.0116225
f,0,1,2015-18,Kilifi township,6,1.20E+03,0.0051543,0.0023156,0.0114728
f,0,2,2003-06,Kilifi township,12,9.50E+02,0.0126328,0.0071743,0.0222444
f,0,2,2007-10,Kilifi township,9,1.10E+03,0.0084468,0.004395,0.016234
f,0,2,2011-14,Kilifi township,10,1.20E+03,0.0086271,0.0046419,0.016034
f,0,2,2015-18,Kilifi township,6,1.20E+03,0.0051671,0.0023214,0.0115014
f,0,3,2003-06,Kilifi township,11,9.50E+02,0.0115882,0.0064175,0.0209248
f,0,3,2007-10,Kilifi township,5,1.10E+03,0.0047246,0.0019665,0.011351
f,0,3,2011-14,Kilifi township,0,1.10E+03,0.00E+00,,
f,0,3,2015-18,Kilifi township,14,1.10E+03,0.0122765,0.0072708,0.0207285
f,0,4,2003-06,Kilifi township,19,9.50E+02,0.0199734,0.0127401,0.0313134
f,0,4,2007-10,Kilifi township,10,1.10E+03,0.0095026,0.0051129,0.017661
f,0,4,2011-14,Kilifi township,8,1.10E+03,0.0070183,0.0035098,0.0140338
