sex,agegrp,month_2,y_bloc,locn,_D,_Y,_Rate,_Lower,_Upper
m,55,5,2007-10,Mtwapa,2,9.90E+01,0.0201796,0.0050469,0.080687
m,55,5,2011-14,Mtwapa,2,1.10E+02,0.0175854,0.0043981,0.070314
m,55,5,2015-18,Mtwapa,2,1.30E+02,0.0158541,0.0039651,0.0633915
m,55,6,2003-06,Mtwapa,2,7.70E+01,0.0259036,0.0064784,0.1035737
m,55,6,2007-10,Mtwapa,1,9.90E+01,0.0101474,0.0014294,0.0720374
m,55,6,2011-14,Mtwapa,5,1.10E+02,0.0443707,0.0184683,0.106602
m,55,6,2015-18,Mtwapa,3,1.30E+02,0.0236602,0.0076309,0.0733602
m,55,7,2003-06,Mtwapa,1,8.50E+01,0.011826,0.0016659,0.0839536
m,55,7,2007-10,Mtwapa,1,1.00E+02,0.0095511,0.0013454,0.0678041
m,55,7,2011-14,Mtwapa,4,1.20E+02,0.0339414,0.0127388,0.0904338
m,55,7,2015-18,Mtwapa,2,1.30E+02,0.0148866,0.0037231,0.0595232
m,55,8,2003-06,Mtwapa,1,8.50E+01,0.0117886,0.0016606,0.0836879
m,55,8,2007-10,Mtwapa,4,1.10E+02,0.0377362,0.0141631,0.1005447
m,55,8,2011-14,Mtwapa,3,1.20E+02,0.0252967,0.0081587,0.0784341
m,55,8,2015-18,Mtwapa,8,1.30E+02,0.0600561,0.0300339,0.1200888
m,55,9,2003-06,Mtwapa,0,8.40E+01,0.00E+00,,
m,55,9,2007-10,Mtwapa,3,1.10E+02,0.0282454,0.0091098,0.0875769
m,55,9,2011-14,Mtwapa,3,1.20E+02,0.0252343,0.0081386,0.0782408
m,55,9,2015-18,Mtwapa,4,1.30E+02,0.029922,0.0112303,0.0797244
m,55,10,2003-06,Mtwapa,1,8.40E+01,0.0119758,0.001687,0.0850172
m,55,10,2007-10,Mtwapa,3,1.10E+02,0.0282078,0.0090976,0.0874601
m,55,10,2011-14,Mtwapa,2,1.20E+02,0.0169522,0.0042397,0.0677824
m,55,10,2015-18,Mtwapa,4,1.30E+02,0.0300091,0.011263,0.0799565
m,55,11,2003-06,Mtwapa,1,8.40E+01,0.0118477,0.0016689,0.0841075
m,55,11,2007-10,Mtwapa,2,1.10E+02,0.0188668,0.0047185,0.0754378
m,55,11,2011-14,Mtwapa,4,1.20E+02,0.0338512,0.012705,0.0901935
m,55,11,2015-18,Mtwapa,3,1.30E+02,0.0225505,0.007273,0.0699193
m,55,12,2003-06,Mtwapa,2,8.50E+01,0.0235991,0.0059021,0.0943595
m,55,12,2007-10,Mtwapa,4,1.10E+02,0.0375854,0.0141065,0.1001427
m,55,12,2011-14,Mtwapa,2,1.20E+02,0.016965,0.0042429,0.0678335
m,55,12,2015-18,Mtwapa,7,1.30E+02,0.0531214,0.0253248,0.1114278
m,55,1,2003-06,Ngerenya,4,1.20E+02,0.0336647,0.012635,0.0896964
m,55,1,2007-10,Ngerenya,2,1.20E+02,0.0164266,0.0041082,0.0656805
m,55,1,2011-14,Ngerenya,3,1.20E+02,0.0251122,0.0080992,0.0778621
m,55,1,2015-18,Ngerenya,3,1.30E+02,0.0226472,0.0073042,0.0702191
m,55,2,2003-06,Ngerenya,7,1.20E+02,0.0588523,0.0280569,0.123449
m,55,2,2007-10,Ngerenya,3,1.20E+02,0.0247815,0.0079926,0.0768369
m,55,2,2011-14,Ngerenya,3,1.20E+02,0.0252267,0.0081362,0.0782172
m,55,2,2015-18,Ngerenya,1,1.30E+02,0.0075464,0.001063,0.0535724
m,55,3,2003-06,Ngerenya,2,1.20E+02,0.0169052,0.0042279,0.0675944
m,55,3,2007-10,Ngerenya,6,1.20E+02,0.0494592,0.0222201,0.1100901
m,55,3,2011-14,Ngerenya,4,1.20E+02,0.0334378,0.0125498,0.0890921
m,55,3,2015-18,Ngerenya,7,1.30E+02,0.0523051,0.0249356,0.1097156
m,55,4,2003-06,Ngerenya,1,1.20E+02,0.0084825,0.0011949,0.0602182
m,55,4,2007-10,Ngerenya,6,1.20E+02,0.0496457,0.0223038,0.1105052
m,55,4,2011-14,Ngerenya,1,1.20E+02,0.0083982,0.001183,0.0596193
m,55,4,2015-18,Ngerenya,3,1.30E+02,0.0224416,0.0072379,0.0695818
m,55,5,2003-06,Ngerenya,5,1.20E+02,0.0421779,0.0175556,0.1013338
m,55,5,2007-10,Ngerenya,5,1.20E+02,0.0415012,0.0172739,0.0997078
m,55,5,2011-14,Ngerenya,2,1.20E+02,0.0168677,0.0042186,0.0674443
m,55,5,2015-18,Ngerenya,3,1.30E+02,0.0224191,0.0072306,0.0695121
m,55,6,2003-06,Ngerenya,8,1.20E+02,0.0676432,0.0338282,0.1352599
m,55,6,2007-10,Ngerenya,5,1.20E+02,0.0414564,0.0172553,0.0996003
m,55,6,2011-14,Ngerenya,8,1.20E+02,0.0668613,0.0334372,0.1336966
m,55,6,2015-18,Ngerenya,5,1.30E+02,0.0372501,0.0155045,0.0894945
m,55,7,2003-06,Ngerenya,4,1.20E+02,0.0330485,0.0124037,0.0880548
m,55,7,2007-10,Ngerenya,2,1.20E+02,0.0161368,0.0040358,0.0645219
m,55,7,2011-14,Ngerenya,9,1.20E+02,0.0728375,0.0378984,0.1399874
m,55,7,2015-18,Ngerenya,5,1.40E+02,0.035868,0.0149293,0.0861741
m,55,8,2003-06,Ngerenya,3,1.20E+02,0.0248164,0.0080038,0.076945
m,55,8,2007-10,Ngerenya,4,1.20E+02,0.0322555,0.0121061,0.0859418
m,55,8,2011-14,Ngerenya,3,1.20E+02,0.0244878,0.0078978,0.0759261
m,55,8,2015-18,Ngerenya,2,1.40E+02,0.0143383,0.003586,0.0573309
m,55,9,2003-06,Ngerenya,6,1.20E+02,0.0497128,0.022334,0.1106547
m,55,9,2007-10,Ngerenya,3,1.20E+02,0.0242366,0.0078168,0.0751473
m,55,9,2011-14,Ngerenya,3,1.20E+02,0.024576,0.0079263,0.0761996
m,55,9,2015-18,Ngerenya,3,1.40E+02,0.021525,0.0069423,0.0667398
m,55,10,2003-06,Ngerenya,1,1.20E+02,0.0082623,0.0011639,0.0586546
m,55,10,2007-10,Ngerenya,3,1.20E+02,0.0242525,0.007822,0.0751967
m,55,10,2011-14,Ngerenya,9,1.20E+02,0.0740453,0.0385269,0.1423087
m,55,10,2015-18,Ngerenya,2,1.40E+02,0.0143682,0.0035934,0.0574502
m,55,11,2003-06,Ngerenya,4,1.20E+02,0.0330435,0.0124018,0.0880413
m,55,11,2007-10,Ngerenya,11,1.20E+02,0.0890559,0.0493192,0.1608088
m,55,11,2011-14,Ngerenya,5,1.20E+02,0.0408278,0.0169937,0.0980901
m,55,11,2015-18,Ngerenya,1,1.40E+02,0.0072185,0.0010168,0.0512445
m,55,12,2003-06,Ngerenya,5,1.20E+02,0.0415609,0.0172988,0.0998512
m,55,12,2007-10,Ngerenya,4,1.20E+02,0.0326352,0.0122486,0.0869534
m,55,12,2011-14,Ngerenya,6,1.20E+02,0.0493486,0.0221704,0.109844
m,55,12,2015-18,Ngerenya,4,1.40E+02,0.0290026,0.0108852,0.0772747
m,55,1,2003-06,Roka,4,1.20E+02,0.034212,0.0128404,0.0911548
m,55,1,2007-10,Roka,6,1.30E+02,0.0466624,0.0209636,0.1038649
m,55,1,2011-14,Roka,2,1.30E+02,0.0152103,0.003804,0.0608173
m,55,1,2015-18,Roka,5,1.40E+02,0.0356474,0.0148375,0.085644
m,55,2,2003-06,Roka,2,1.20E+02,0.01722,0.0043067,0.0688532
m,55,2,2007-10,Roka,6,1.30E+02,0.0468974,0.0210691,0.1043879
m,55,2,2011-14,Roka,7,1.30E+02,0.0532356,0.0253792,0.1116674
m,55,2,2015-18,Roka,1,1.40E+02,0.0070939,0.0009993,0.0503599
m,55,3,2003-06,Roka,4,1.20E+02,0.034616,0.012992,0.0922311
m,55,3,2007-10,Roka,3,1.30E+02,0.023371,0.0075376,0.0724634
m,55,3,2011-14,Roka,5,1.30E+02,0.0381444,0.0158768,0.091643
m,55,3,2015-18,Roka,1,1.40E+02,0.0070538,0.0009936,0.0500752
m,55,4,2003-06,Roka,3,1.20E+02,0.025867,0.0083427,0.0802025
m,55,4,2007-10,Roka,3,1.30E+02,0.0233805,0.0075407,0.0724929
m,55,4,2011-14,Roka,5,1.30E+02,0.0386349,0.0160809,0.0928215
m,55,4,2015-18,Roka,6,1.40E+02,0.0428283,0.0192411,0.0953305
m,55,5,2003-06,Roka,5,1.20E+02,0.0430342,0.017912,0.1033911
m,55,5,2007-10,Roka,4,1.30E+02,0.0313756,0.0117758,0.0835974
m,55,5,2011-14,Roka,8,1.30E+02,0.0624406,0.0312264,0.1248569
m,55,5,2015-18,Roka,6,1.40E+02,0.0425643,0.0191225,0.0947429
m,55,6,2003-06,Roka,6,1.20E+02,0.0517558,0.0232518,0.1152022
m,55,6,2007-10,Roka,5,1.30E+02,0.0390456,0.0162519,0.0938083
m,55,6,2011-14,Roka,4,1.30E+02,0.030931,0.011609,0.0824129
m,55,6,2015-18,Roka,3,1.40E+02,0.0212797,0.0068632,0.0659792
m,55,7,2003-06,Roka,2,1.20E+02,0.0166243,0.0041577,0.0664712
m,55,7,2007-10,Roka,2,1.30E+02,0.0150082,0.0037535,0.0600092
m,55,7,2011-14,Roka,5,1.30E+02,0.0374524,0.0155887,0.0899805
m,55,7,2015-18,Roka,4,1.50E+02,0.0267322,0.0100331,0.0712255
m,55,8,2003-06,Roka,3,1.20E+02,0.0250521,0.0080799,0.0776759
m,55,8,2007-10,Roka,5,1.30E+02,0.0376383,0.0156661,0.0904271
m,55,8,2011-14,Roka,3,1.30E+02,0.0227011,0.0073216,0.0703862
m,55,8,2015-18,Roka,7,1.50E+02,0.0467557,0.02229,0.0980751
m,55,9,2003-06,Roka,7,1.20E+02,0.0578648,0.0275861,0.1213776
m,55,9,2007-10,Roka,4,1.30E+02,0.0299134,0.011227,0.0797015
m,55,9,2011-14,Roka,7,1.30E+02,0.053125,0.0253265,0.1114353
m,55,9,2015-18,Roka,1,1.50E+02,0.0066868,0.0009419,0.0474702
m,55,10,2003-06,Roka,0,1.20E+02,0.00E+00,,
m,55,10,2007-10,Roka,4,1.30E+02,0.0298183,0.0111914,0.0794482
m,55,10,2011-14,Roka,2,1.30E+02,0.0150613,0.0037668,0.0602217
m,55,10,2015-18,Roka,6,1.50E+02,0.0402233,0.0180708,0.0895322
m,55,11,2003-06,Roka,3,1.20E+02,0.024614,0.0079386,0.0763175
m,55,11,2007-10,Roka,4,1.30E+02,0.0299637,0.0112459,0.0798355
m,55,11,2011-14,Roka,3,1.30E+02,0.0224798,0.0072502,0.0697
m,55,11,2015-18,Roka,4,1.50E+02,0.0270196,0.010141,0.0719914
m,55,12,2003-06,Roka,4,1.20E+02,0.0329401,0.012363,0.0877658
m,55,12,2007-10,Roka,6,1.30E+02,0.0453165,0.0203589,0.100869
m,55,12,2011-14,Roka,5,1.30E+02,0.0377821,0.015726,0.0907727
m,55,12,2015-18,Roka,5,1.50E+02,0.0340228,0.0141612,0.0817409
m,55,1,2003-06,Sokoke,3,6.80E+01,0.0442952,0.0142862,0.1373404
m,55,1,2007-10,Sokoke,0,7.30E+01,0.00E+00,,
m,55,1,2011-14,Sokoke,1,7.80E+01,0.0128991,0.001817,0.0915715
m,55,1,2015-18,Sokoke,4,8.30E+01,0.0483653,0.0181524,0.128865
m,55,2,2003-06,Sokoke,3,6.80E+01,0.0438923,0.0141562,0.136091
m,55,2,2007-10,Sokoke,2,7.30E+01,0.0273575,0.0068421,0.1093874
m,55,2,2011-14,Sokoke,4,7.70E+01,0.051874,0.0194692,0.1382136
m,55,2,2015-18,Sokoke,3,8.30E+01,0.0362504,0.0116915,0.1123969
m,55,3,2003-06,Sokoke,1,6.80E+01,0.0146145,0.0020586,0.1037493
m,55,3,2007-10,Sokoke,4,7.30E+01,0.054799,0.020567,0.1460069
m,55,3,2011-14,Sokoke,2,7.80E+01,0.025784,0.0064485,0.1030958
m,55,3,2015-18,Sokoke,1,8.20E+01,0.0121296,0.0017086,0.0861088
m,55,4,2003-06,Sokoke,4,6.80E+01,0.0590138,0.0221489,0.1572369
m,55,4,2007-10,Sokoke,4,7.30E+01,0.0547272,0.0205401,0.1458157
m,55,4,2011-14,Sokoke,1,7.70E+01,0.0130058,0.001832,0.0923289
m,55,4,2015-18,Sokoke,1,8.30E+01,0.012073,0.0017006,0.085707
m,55,5,2003-06,Sokoke,3,6.80E+01,0.0443189,0.0142938,0.1374139
m,55,5,2007-10,Sokoke,2,7.20E+01,0.027601,0.006903,0.110361
m,55,5,2011-14,Sokoke,2,7.60E+01,0.0261729,0.0065458,0.1046507
m,55,5,2015-18,Sokoke,5,8.20E+01,0.0609267,0.0253594,0.1463782
m,55,6,2003-06,Sokoke,3,6.80E+01,0.0440896,0.0142198,0.1367029
m,55,6,2007-10,Sokoke,0,7.20E+01,0.00E+00,,
m,55,6,2011-14,Sokoke,5,7.60E+01,0.0657297,0.0273585,0.1579176
m,55,6,2015-18,Sokoke,3,8.20E+01,0.0363942,0.0117379,0.1128426
m,55,7,2003-06,Sokoke,5,7.00E+01,0.0718634,0.0299115,0.172654
m,55,7,2007-10,Sokoke,0,7.50E+01,0.00E+00,,
m,55,7,2011-14,Sokoke,2,8.00E+01,0.0250601,0.0062675,0.1002012
m,55,7,2015-18,Sokoke,1,8.40E+01,0.0118664,0.0016715,0.0842406
m,55,8,2003-06,Sokoke,2,6.90E+01,0.0289959,0.0072518,0.1159384
m,55,8,2007-10,Sokoke,2,7.60E+01,0.0263725,0.0065957,0.1054487
m,55,8,2011-14,Sokoke,1,8.00E+01,0.01254,0.0017664,0.0890226
m,55,8,2015-18,Sokoke,1,8.50E+01,0.0118282,0.0016662,0.0839691
m,55,9,2003-06,Sokoke,2,6.90E+01,0.0288063,0.0072044,0.1151802
m,55,9,2007-10,Sokoke,3,7.60E+01,0.0395562,0.0127577,0.1226466
m,55,9,2011-14,Sokoke,2,7.90E+01,0.0253445,0.0063386,0.1013384
m,55,9,2015-18,Sokoke,1,8.50E+01,0.0117511,0.0016553,0.0834219
m,55,10,2003-06,Sokoke,2,6.90E+01,0.0287846,0.0071989,0.1150933
m,55,10,2007-10,Sokoke,1,7.60E+01,0.0131621,0.0018541,0.0934387
m,55,10,2011-14,Sokoke,4,7.90E+01,0.0507316,0.0190405,0.1351697
m,55,10,2015-18,Sokoke,5,8.60E+01,0.0581577,0.0242069,0.1397257
m,55,11,2003-06,Sokoke,3,6.90E+01,0.0432741,0.0139568,0.1341742
m,55,11,2007-10,Sokoke,1,7.60E+01,0.0131141,0.0018473,0.0930977
m,55,11,2011-14,Sokoke,4,7.90E+01,0.0505129,0.0189584,0.1345871
m,55,11,2015-18,Sokoke,2,8.60E+01,0.0233238,0.0058332,0.0932589
m,55,12,2003-06,Sokoke,2,6.90E+01,0.0291648,0.0072941,0.1166138
m,55,12,2007-10,Sokoke,1,7.60E+01,0.0131333,0.00185,0.0932345
m,55,12,2011-14,Sokoke,0,7.90E+01,0.00E+00,,
m,55,12,2015-18,Sokoke,0,8.50E+01,0.00E+00,,
m,55,1,2003-06,Takaungu Mavueni,5,1.90E+02,0.026668,0.0111,0.0640708
m,55,1,2007-10,Takaungu Mavueni,4,2.20E+02,0.0183108,0.0068724,0.0487874
m,55,1,2011-14,Takaungu Mavueni,6,2.60E+02,0.0229771,0.0103227,0.0511442
m,55,1,2015-18,Takaungu Mavueni,7,2.90E+02,0.0239159,0.0114015,0.0501661
m,55,2,2003-06,Takaungu Mavueni,1,1.90E+02,0.0053478,0.0007533,0.0379646
m,55,2,2007-10,Takaungu Mavueni,5,2.20E+02,0.0230247,0.0095835,0.0553176
m,55,2,2011-14,Takaungu Mavueni,9,2.60E+02,0.0346399,0.0180236,0.0665748
m,55,2,2015-18,Takaungu Mavueni,5,2.90E+02,0.0170698,0.0071049,0.0410107
m,55,3,2003-06,Takaungu Mavueni,3,1.90E+02,0.0160365,0.0051721,0.0497221
m,55,3,2007-10,Takaungu Mavueni,4,2.20E+02,0.0184293,0.0069168,0.0491031
m,55,3,2011-14,Takaungu Mavueni,6,2.60E+02,0.0231906,0.0104186,0.0516194
m,55,3,2015-18,Takaungu Mavueni,11,2.90E+02,0.0375527,0.0207967,0.0678092
m,55,4,2003-06,Takaungu Mavueni,5,1.90E+02,0.0268603,0.01118,0.0645327
m,55,4,2007-10,Takaungu Mavueni,8,2.20E+02,0.0369737,0.0184905,0.073933
m,55,4,2011-14,Takaungu Mavueni,6,2.60E+02,0.0231044,0.0103799,0.0514276
m,55,4,2015-18,Takaungu Mavueni,8,2.90E+02,0.0273233,0.0136643,0.054636
m,55,5,2003-06,Takaungu Mavueni,11,1.90E+02,0.0593182,0.0328504,0.1071111
m,55,5,2007-10,Takaungu Mavueni,4,2.20E+02,0.0184418,0.0069215,0.0491365
m,55,5,2011-14,Takaungu Mavueni,7,2.60E+02,0.0268461,0.0127984,0.0563126
m,55,5,2015-18,Takaungu Mavueni,11,2.90E+02,0.0377401,0.0209005,0.0681475
m,55,6,2003-06,Takaungu Mavueni,10,1.90E+02,0.0538605,0.0289799,0.1001022
m,55,6,2007-10,Takaungu Mavueni,7,2.20E+02,0.0323188,0.0154075,0.0677922
m,55,6,2011-14,Takaungu Mavueni,8,2.60E+02,0.0308573,0.0154317,0.0617026
m,55,6,2015-18,Takaungu Mavueni,11,2.90E+02,0.0375913,0.0208181,0.0678788
m,55,7,2003-06,Takaungu Mavueni,8,1.90E+02,0.0411462,0.0205771,0.0822764
m,55,7,2007-10,Takaungu Mavueni,5,2.30E+02,0.021885,0.0091092,0.0525794
m,55,7,2011-14,Takaungu Mavueni,5,2.70E+02,0.0185557,0.0077234,0.0445807
m,55,7,2015-18,Takaungu Mavueni,7,3.10E+02,0.0229118,0.0109229,0.04806
m,55,8,2003-06,Takaungu Mavueni,7,1.90E+02,0.0362883,0.0172999,0.0761186
m,55,8,2007-10,Takaungu Mavueni,7,2.30E+02,0.030513,0.0145466,0.0640043
m,55,8,2011-14,Takaungu Mavueni,12,2.70E+02,0.044376,0.0252016,0.0781392
m,55,8,2015-18,Takaungu Mavueni,18,3.00E+02,0.059033,0.0371933,0.0936968
m,55,9,2003-06,Takaungu Mavueni,7,1.90E+02,0.036469,0.017386,0.0764976
m,55,9,2007-10,Takaungu Mavueni,5,2.30E+02,0.0217918,0.0090703,0.0523554
m,55,9,2011-14,Takaungu Mavueni,6,2.70E+02,0.0221016,0.0099294,0.0491956
m,55,9,2015-18,Takaungu Mavueni,7,3.00E+02,0.0230659,0.0109963,0.0483831
m,55,10,2003-06,Takaungu Mavueni,6,1.90E+02,0.0312013,0.0140175,0.0694503
m,55,10,2007-10,Takaungu Mavueni,7,2.30E+02,0.0305671,0.0145724,0.0641177
m,55,10,2011-14,Takaungu Mavueni,6,2.70E+02,0.0222143,0.00998,0.0494464
m,55,10,2015-18,Takaungu Mavueni,5,3.00E+02,0.0164554,0.0068492,0.0395346
m,55,11,2003-06,Takaungu Mavueni,4,1.90E+02,0.0205224,0.0077024,0.0546801
m,55,11,2007-10,Takaungu Mavueni,8,2.30E+02,0.0347897,0.0173983,0.0695659
m,55,11,2011-14,Takaungu Mavueni,17,2.70E+02,0.0631706,0.0392707,0.1016159
m,55,11,2015-18,Takaungu Mavueni,15,3.10E+02,0.0491779,0.0296476,0.0815735
m,55,12,2003-06,Takaungu Mavueni,7,1.90E+02,0.0360116,0.017168,0.0755382
m,55,12,2007-10,Takaungu Mavueni,8,2.30E+02,0.0346519,0.0173294,0.0692903
m,55,12,2011-14,Takaungu Mavueni,8,2.70E+02,0.0296997,0.0148528,0.0593878
m,55,12,2015-18,Takaungu Mavueni,6,3.00E+02,0.0197765,0.0088848,0.0440202
m,55,1,2003-06,Tezo,3,1.60E+02,0.0192929,0.0062224,0.0598191
m,55,1,2007-10,Tezo,4,1.70E+02,0.0232112,0.0087116,0.0618441
m,55,1,2011-14,Tezo,4,2.00E+02,0.0197272,0.007404,0.0525613
m,55,1,2015-18,Tezo,3,2.40E+02,0.0124833,0.0040261,0.0387055
m,55,2,2003-06,Tezo,10,1.60E+02,0.0642457,0.0345677,0.1194037
m,55,2,2007-10,Tezo,4,1.70E+02,0.0234536,0.0088026,0.06249
m,55,2,2011-14,Tezo,6,2.00E+02,0.0294539,0.0132325,0.0655609
m,55,2,2015-18,Tezo,4,2.40E+02,0.0165818,0.0062235,0.0441807
m,55,3,2003-06,Tezo,10,1.60E+02,0.0645152,0.0347127,0.1199045
m,55,3,2007-10,Tezo,9,1.70E+02,0.052482,0.0273072,0.1008659
m,55,3,2011-14,Tezo,6,2.00E+02,0.0293162,0.0131706,0.0652542
m,55,3,2015-18,Tezo,8,2.40E+02,0.0331036,0.016555,0.0661943
m,55,4,2003-06,Tezo,9,1.50E+02,0.058727,0.0305565,0.1128681
m,55,4,2007-10,Tezo,3,1.70E+02,0.0176117,0.0056802,0.0546064
m,55,4,2011-14,Tezo,2,2.00E+02,0.0098435,0.0024618,0.0393587
m,55,4,2015-18,Tezo,5,2.40E+02,0.0207016,0.0086166,0.0497361
m,55,5,2003-06,Tezo,7,1.50E+02,0.0455186,0.0217003,0.0954801
m,55,5,2007-10,Tezo,2,1.70E+02,0.01176,0.0029412,0.0470217
m,55,5,2011-14,Tezo,6,2.00E+02,0.0297746,0.0133766,0.0662747
m,55,5,2015-18,Tezo,5,2.40E+02,0.0207563,0.0086393,0.0498676
m,55,6,2003-06,Tezo,6,1.50E+02,0.0388538,0.0174555,0.0864839
m,55,6,2007-10,Tezo,5,1.70E+02,0.0292884,0.0121906,0.0703662
m,55,6,2011-14,Tezo,6,2.00E+02,0.0295542,0.0132775,0.0657841
m,55,6,2015-18,Tezo,8,2.40E+02,0.0330983,0.0165524,0.0661837
m,55,7,2003-06,Tezo,4,1.60E+02,0.024979,0.0093751,0.0665543
m,55,7,2007-10,Tezo,4,1.80E+02,0.021874,0.0082097,0.0582812
m,55,7,2011-14,Tezo,8,2.20E+02,0.0369731,0.0184902,0.0739318
m,55,7,2015-18,Tezo,5,2.50E+02,0.0197771,0.0082318,0.0475152
m,55,8,2003-06,Tezo,7,1.60E+02,0.0438126,0.020887,0.0919016
m,55,8,2007-10,Tezo,7,1.80E+02,0.0383516,0.0182835,0.0804466
m,55,8,2011-14,Tezo,4,2.10E+02,0.0186502,0.0069998,0.0496919
m,55,8,2015-18,Tezo,5,2.50E+02,0.0198117,0.0082462,0.0475981
m,55,9,2003-06,Tezo,4,1.60E+02,0.0250247,0.0093922,0.0666759
m,55,9,2007-10,Tezo,9,1.80E+02,0.0496556,0.0258365,0.0954337
m,55,9,2011-14,Tezo,3,2.10E+02,0.0140657,0.0045365,0.0436118
m,55,9,2015-18,Tezo,4,2.50E+02,0.0157716,0.0059194,0.0420221
m,55,10,2003-06,Tezo,10,1.60E+02,0.0623864,0.0335673,0.115948
m,55,10,2007-10,Tezo,2,1.80E+02,0.0109922,0.0027491,0.0439518
m,55,10,2011-14,Tezo,6,2.10E+02,0.0281043,0.0126262,0.0625567
m,55,10,2015-18,Tezo,9,2.60E+02,0.0351286,0.0182779,0.0675141
m,55,11,2003-06,Tezo,8,1.60E+02,0.0498736,0.0249417,0.0997277
m,55,11,2007-10,Tezo,4,1.80E+02,0.0217386,0.0081589,0.0579206
m,55,11,2011-14,Tezo,7,2.20E+02,0.0324047,0.0154484,0.0679723
m,55,11,2015-18,Tezo,6,2.50E+02,0.0235368,0.0105742,0.0523901
m,55,12,2003-06,Tezo,2,1.60E+02,0.0126234,0.0031571,0.050474
m,55,12,2007-10,Tezo,2,1.80E+02,0.0109544,0.0027397,0.0438007
m,55,12,2011-14,Tezo,11,2.10E+02,0.051392,0.0284609,0.0927988
m,55,12,2015-18,Tezo,9,2.50E+02,0.0355676,0.0185064,0.0683579
m,55,1,2003-06,Ziani,2,1.10E+02,0.0181585,0.0045414,0.0726056
m,55,1,2007-10,Ziani,2,1.20E+02,0.0165592,0.0041414,0.0662111
m,55,1,2011-14,Ziani,3,1.30E+02,0.0231963,0.0074813,0.0719216
m,55,1,2015-18,Ziani,0,1.40E+02,0.00E+00,,
m,55,2,2003-06,Ziani,2,1.10E+02,0.0181989,0.0045515,0.0727673
m,55,2,2007-10,Ziani,2,1.20E+02,0.0166159,0.0041556,0.0664376
m,55,2,2011-14,Ziani,5,1.30E+02,0.0388352,0.0161643,0.0933027
m,55,2,2015-18,Ziani,3,1.40E+02,0.0216859,0.0069942,0.0672385
m,55,3,2003-06,Ziani,5,1.10E+02,0.0455314,0.0189514,0.1093905
m,55,3,2007-10,Ziani,7,1.20E+02,0.0583108,0.0277987,0.122313
m,55,3,2011-14,Ziani,2,1.30E+02,0.0156478,0.0039135,0.0625669
m,55,3,2015-18,Ziani,5,1.40E+02,0.0359842,0.0149776,0.0864532
m,55,4,2003-06,Ziani,1,1.10E+02,0.0091506,0.001289,0.0649608
m,55,4,2007-10,Ziani,4,1.20E+02,0.0334977,0.0125723,0.0892516
m,55,4,2011-14,Ziani,5,1.30E+02,0.0389362,0.0162063,0.0935454
m,55,4,2015-18,Ziani,6,1.40E+02,0.0433743,0.0194864,0.096546
m,55,5,2003-06,Ziani,3,1.10E+02,0.0275102,0.0088726,0.0852974
m,55,5,2007-10,Ziani,5,1.20E+02,0.0420291,0.0174937,0.1009762
m,55,5,2011-14,Ziani,5,1.30E+02,0.0390892,0.01627,0.0939131
m,55,5,2015-18,Ziani,1,1.40E+02,0.0072457,0.0010207,0.0514379
m,55,6,2003-06,Ziani,8,1.10E+02,0.0730535,0.0365339,0.1460785
m,55,6,2007-10,Ziani,0,1.20E+02,0.00E+00,,
m,55,6,2011-14,Ziani,9,1.30E+02,0.0706545,0.0367626,0.1357918
m,55,6,2015-18,Ziani,2,1.40E+02,0.0144846,0.0036226,0.0579159
m,55,7,2003-06,Ziani,4,1.10E+02,0.0352796,0.0132411,0.0939993
m,55,7,2007-10,Ziani,5,1.20E+02,0.0402837,0.0167672,0.0967829
m,55,7,2011-14,Ziani,2,1.30E+02,0.0151908,0.0037992,0.0607395
m,55,7,2015-18,Ziani,5,1.40E+02,0.034707,0.014446,0.0833847
m,55,8,2003-06,Ziani,2,1.10E+02,0.0176629,0.0044174,0.0706239
m,55,8,2007-10,Ziani,2,1.20E+02,0.0160659,0.0040181,0.0642386
m,55,8,2011-14,Ziani,6,1.30E+02,0.0455615,0.020469,0.1014143
m,55,8,2015-18,Ziani,8,1.40E+02,0.0559007,0.0279558,0.1117795
m,55,9,2003-06,Ziani,3,1.10E+02,0.0265689,0.008569,0.0823787
m,55,9,2007-10,Ziani,3,1.20E+02,0.0240841,0.0077676,0.0746744
m,55,9,2011-14,Ziani,0,1.30E+02,0.00E+00,,
m,55,9,2015-18,Ziani,8,1.40E+02,0.0560818,0.0280464,0.1121416
m,55,10,2003-06,Ziani,2,1.10E+02,0.0176694,0.0044191,0.0706498
m,55,10,2007-10,Ziani,8,1.20E+02,0.0644504,0.0322315,0.1288757
m,55,10,2011-14,Ziani,6,1.30E+02,0.0456084,0.0204901,0.1015188
m,55,10,2015-18,Ziani,4,1.40E+02,0.0281172,0.0105529,0.0749157
m,55,11,2003-06,Ziani,2,1.10E+02,0.0176675,0.0044186,0.0706425
m,55,11,2007-10,Ziani,4,1.20E+02,0.032249,0.0121036,0.0859245
m,55,11,2011-14,Ziani,5,1.30E+02,0.03817,0.0158874,0.0917046
m,55,11,2015-18,Ziani,7,1.40E+02,0.0492228,0.0234662,0.1032501
m,55,12,2003-06,Ziani,4,1.10E+02,0.0353381,0.013263,0.094155
m,55,12,2007-10,Ziani,3,1.20E+02,0.024208,0.0078076,0.0750586
m,55,12,2011-14,Ziani,1,1.30E+02,0.0076391,0.0010761,0.0542303
